Protein.names,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
Beta actin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.84921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Anticardiolipin cofactor) (Apolipoprotein H) (Apo-H) (Beta-2-glycoprotein I) (B2GPI) (Beta(2)GPI),291793.769,275208.7666,360693.063,131050.7,200462.5317,541050.8785,271946.2687,580392.9611,1741739.912,282376.1165,571092.7663,503968.1741,575082.9447,760880.8002,389420.6911,469901.7013,289368.0148,219615.99,1081797.525,547319.9523,571869.3343,113152.8511,256641.7125,239034.3337,206305.4592,123660.6872,225374.4028,563632.8564,553654.224,77360.38818
Beta-2-glycoprotein 1 (Apolipoprotein H) (Beta-2-glycoprotein I),583587.5381,550417.5329,721386.1262,262101.4,400925.0635,1082101.757,543892.5374,1160785.922,3483479.824,564752.2328,1142185.532,1007936.348,1150165.889,1521761.601,778841.3824,939803.4025,578736.0298,439231.9799,2163595.051,1094639.905,1143738.668,226305.7023,513283.425,478068.6673,412610.9184,247321.3744,450748.8058,1127265.713,1107308.448,154720.7763
Beta-2-microglobulin,3861.641405,NA,3746.661561,2676.206074,NA,1846.814806,3189.723159,NA,NA,6768.060733,NA,2540.290973,5743.729746,7441.281259,NA,NA,NA,NA,12588.11387,3336.33,8720.356195,2557.49682,20340.53935,NA,3982.704963,NA,NA,NA,32286.56337,NA
Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3],1287.213802,NA,1248.887187,892.0686914,NA,615.6049355,1063.241053,NA,NA,2256.020244,NA,846.7636576,1914.576582,3720.640629,NA,NA,NA,NA,4196.037958,1112.11,2906.785398,852.4989399,6780.179782,NA,1327.568321,NA,NA,NA,16143.28169,NA
Beta-actin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.3648621,NA,148.1466582,324.1786935,NA,NA,99.84921,NA,111.8365203,NA,NA,NA,NA,NA,NA,NA,NA
Beta-globin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38053.81701,NA,NA,612171.1829,NA,NA,NA,6357.834259,NA,NA,NA,22004.19675,NA,9384.261799,NA,NA,NA,NA,NA,NA
Biotinidase (Biotinase) (EC 3.5.1.12),NA,NA,1297.456396,NA,NA,NA,NA,NA,2211.963526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (EC 3.6.1.17) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Ap4A hydrolase) (Ap4Aase) (Diadenosine tetraphosphatase) (Nucleoside diphosphate-linked moiety X motif 2) (Nudix motif 2)",3830.181447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bone-derived growth factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.9336743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C-X-C motif chemokine,24878.53447,6727.637822,15842.19705,2065.330017,18669.57303,12255.24876,13171.80368,23889.82349,1687.278316,10228.92786,41477.30172,32121.87019,27765.84001,11445.17864,31680.32386,25621.76374,30556.42769,10178.2754,91213.83054,21720.69698,14492.71363,9864.665009,60356.35365,18771.46558,2682.976624,12162.70105,17140.1155,29073.56095,15480.42593,11349.61785
C-reactive protein,NA,5977.260803,1573.475107,13438.13206,16743.36438,NA,15805.31635,21759.65472,NA,NA,NA,233.4844252,NA,58666.45675,1284.153627,5788.682873,1507.231259,NA,1509.474436,NA,NA,3629.464245,NA,672.7026252,NA,2002.056055,NA,NA,NA,NA
C-reactive protein [Cleaved into: C-reactive protein(1-205)],NA,11954.52161,3146.950215,26876.26413,33486.72876,NA,31610.6327,43519.30943,NA,NA,NA,466.9688504,NA,117332.9135,2568.307254,11577.36575,3014.462518,NA,3018.948872,NA,23468.3609,7258.928489,71505.69543,1345.40525,NA,4004.11211,NA,NA,26496.3486,NA
C4b-binding protein alpha chain (C4bp) (Proline-rich protein) (PRP),209087.2781,358628.3403,148011.5015,136657.6973,186840.6001,NA,NA,370751.2928,NA,105786.7201,1140090.166,395768.6363,NA,186073.7928,200767.159,135890.1955,241223.2197,431807.344,802051.1729,391130.3145,453699.7775,129302.9985,1442763.392,160351.4693,214175.9892,141379.5309,248440.835,NA,NA,92618.8675
C4b-binding protein beta chain,9479.113197,9818.048141,6805.013904,3288.86656,10150.94163,11894.01877,15478.00517,22577.67216,46145.18575,3774.961985,20930.33593,11184.70147,22894.68351,20026.37999,9385.712618,11567.67652,14977.68409,8531.744937,34493.394,9448.66,15564.72238,3411.099358,27974.19213,5611.401684,6737.275735,4880.617869,6848.60873,10383.41224,6926.292752,4810.668103
CD5 antigen-like (Apoptosis inhibitor expressed by macrophages) (hAIM) (CT-2) (IgM-associated peptide) (SP-alpha),33322.3187,7467.472823,137915.9866,114226.8925,58992.51513,36043.09113,9532.110904,19355.43857,14283.90912,16396.45014,20692.51653,50100.52377,199961.2004,150742.1444,37806.43786,110233.5611,77449.42331,48855.21897,98250.02713,31036.29,30214.66111,21764.96453,61015.35528,19378.57987,23042.01716,70896.57081,26457.7198,46615.90327,26405.60996,37051.85171
CD72 antigen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6156.580215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD72 molecule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4617.435162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEL protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.0015724,NA,NA,NA,1071.956079,509.7951262,NA,NA,NA,NA,NA,NA,8393.401588,721.7516693,NA,NA,NA,NA,NA,NA
CYLC1 protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3826.488813,NA,NA,NA,NA,NA
Cadherin 5,440.7129713,NA,16.24246011,NA,451.9308085,NA,NA,NA,674.9709745,452.5495737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.2891822,NA
Cadherin-5 (7B4 antigen) (Vascular endothelial cadherin) (VE-cadherin) (CD antigen CD144),881.4259426,NA,32.48492022,NA,903.8616171,NA,NA,NA,1349.941949,905.0991475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.5783645,NA
Cadherin-5 (Vascular endothelial cadherin),1322.138914,NA,48.72738033,NA,1355.792426,NA,NA,NA,2024.912924,1357.648721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789.8675467,NA
Carboxypeptidase B2,NA,476.3266475,NA,NA,NA,NA,NA,NA,10078.71702,472.2083997,NA,684.752994,NA,NA,1213.941954,1165.516831,NA,1874.778389,1726.660776,NA,NA,NA,NA,NA,368.8207279,NA,NA,NA,NA,NA
Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI),NA,952.653295,NA,NA,NA,NA,NA,NA,20157.43404,944.4167995,NA,1369.505988,NA,NA,2427.883908,2331.033662,NA,1874.778389,3453.321552,NA,NA,NA,NA,NA,368.8207279,NA,NA,NA,NA,NA
Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N) (SCPN),1422.400431,983.5639212,1397.457371,NA,346.6104397,1634.122388,187.7707919,3415.119122,3683.641554,996.9843302,3471.262697,2912.152349,2679.1774,1621.46604,187.7894172,152.8237922,619.9295603,2603.297454,8963.179333,2920.90677,5724.933374,NA,4987.7634,834.9608749,NA,891.6642616,1418.20544,581.9934051,3425.114113,267.9858046
Carboxypeptidase N subunit 2 (Carboxypeptidase N 83 kDa chain) (Carboxypeptidase N large subunit) (Carboxypeptidase N polypeptide 2) (Carboxypeptidase N regulatory subunit),2354.777827,1350.956388,15039.15438,5139.670998,1065.297563,8567.042058,3361.768343,2346.635686,7652.129264,4090.993858,12578.13302,10693.60958,6556.002407,1883.048601,1057.025248,1248.171142,NA,7838.138968,13550.2061,11535.3,25460.61715,612.8235855,5037.675352,4857.22129,3774.377404,4144.548706,3921.754557,6161.661697,11038.91976,2260.839507
Cartilage acidic protein 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.2403263,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cartilage acidic protein 1 (68 kDa chondrocyte-expressed protein) (CEP-68) (ASPIC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.3604895,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15132.77047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233.455626,NA,NA,NA,NA,NA,NA
Cathelicidin antimicrobial peptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.7585295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cathelicidin antimicrobial peptide (18 kDa cationic antimicrobial protein) (CAP-18) (hCAP-18) [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37; Antibacterial peptide KR-20; Antibacterial peptide LL-23; Antibacterial peptide LL-29; Antibacterial peptide KS-30; Antibacterial peptide RK-31; Antibacterial peptide FF-33],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.3792647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cation channel sperm-associated auxiliary subunit epsilon (CatSper-epsilon) (CatSperepsilon),NA,NA,14911.19493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catsper channel auxiliary subunit epsilon,NA,NA,4970.398309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centromere protein N (CENP-N) (Interphase centromere complex protein 32),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.8494675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centrosomal protein 250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9625.838861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centrosomal protein of 85 kDa (Cep85) (Coiled-coil domain-containing protein 21),NA,NA,NA,NA,NA,NA,NA,NA,15659.86886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centrosome-associated protein CEP250 (250 kDa centrosomal protein) (Cep250) (Centrosomal Nek2-associated protein 1) (C-Nap1) (Centrosomal protein 2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6417.225908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceruloplasmin,311130.6771,462149.8434,NA,116642.5751,302668.5517,NA,982058.5138,455847.3826,1138008.009,NA,NA,NA,NA,923116.447,NA,NA,743988.7668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceruloplasmin (Cuproxidase ceruloplasmin) (EC 1.16.3.4) (Ferroxidase ceruloplasmin) (EC 1.16.3.1) (Glutathione peroxidase ceruloplasmin) (EC 1.11.1.9) (Glutathione-dependent peroxiredoxin ceruloplasmin) (EC 1.11.1.27),NA,NA,NA,NA,NA,889443.5435,NA,486375.4609,NA,NA,NA,1159816.458,NA,NA,NA,209514.1363,373336.5466,634905.5993,NA,NA,NA,NA,NA,NA,774249.0311,445786.7786,595990.153,730029.8539,NA,NA
Chaperonin containing TCP1 subunit 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15374.31743,NA,NA
Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3799.157433,NA
Chromodomain-helicase-DNA-binding protein 6 (CHD-6) (EC 3.6.4.12) (ATP-dependent helicase CHD6) (Radiation-induced gene B protein),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.6272657,NA,NA,NA,NA,NA
Clusterin,87760.26459,88691.04826,71481.51599,42922.56576,27245.89222,113345.7878,78432.39047,36139.5056,210438.3018,72945.32748,199159.936,302947.2581,240674.957,114203.7294,110678.7707,65834.15393,92939.3703,50117.25664,235659.6757,168953.3965,130452.1363,45531.08776,131200.0142,102307.4609,79737.48993,56861.48105,81294.84291,182272.953,84977.83537,81010.16128
"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain) (SP-40,40 beta-chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) (SP-40,40 alpha-chain)]",351041.0584,354764.193,285926.064,171690.263,136229.4611,453383.1513,392161.9523,144558.0224,841753.2074,291781.31,796639.7439,1211789.032,962699.8284,456814.9178,442715.0828,263336.6158,371757.4812,200469.0266,942638.7027,675813.5861,521808.5453,182124.351,524800.0567,409229.8438,398687.4497,227445.9242,325179.3716,729091.812,339911.3415,324040.6451
Coagulation factor IX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780.412461,NA,NA,NA,NA,NA
Coagulation factor IX (EC 3.4.21.22) (Christmas factor),NA,NA,18966.69446,NA,NA,NA,5064.231327,6850.078517,13282.43645,910.9486396,NA,NA,NA,6622.470755,NA,3792.84381,NA,NA,2964.350565,NA,18171.45919,NA,NA,NA,1080.117846,NA,NA,NA,15334.20629,NA
Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],NA,NA,6322.231487,NA,NA,NA,1688.077109,2740.031407,4427.478818,303.6495465,NA,NA,NA,2648.988302,NA,1517.137524,NA,NA,1185.740226,NA,9085.729596,NA,NA,NA,540.058923,NA,NA,NA,6133.682516,NA
Coagulation factor X (EC 3.4.21.6) (Stuart factor),582.761519,1128.774426,107.0216698,NA,419.139132,833.1208169,419.1804732,516.6446924,4264.016275,981.1991994,1360.477073,2104.345587,1600.79205,4655.141546,554.6773229,2162.133002,2614.37809,NA,5050.984216,875.82,1363.831593,NA,3066.269,759.8924353,972.0115996,294.4570584,117.7089252,633.5291902,NA,480.1670595
Coagulation factor X (EC 3.4.21.6) (Stuart factor) (Stuart-Prower factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain],582.761519,1128.774426,107.0216698,NA,419.139132,833.1208169,419.1804732,516.6446924,4264.016275,981.1991994,1360.477073,2104.345587,1600.79205,4655.141546,554.6773229,2162.133002,2614.37809,NA,5050.984216,875.82,1363.831593,NA,3066.269,253.2974784,324.0038665,294.4570584,117.7089252,633.5291902,NA,480.1670595
Coagulation factor XI,NA,NA,NA,NA,NA,NA,NA,NA,1170.970935,344.0719453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.6254761,NA,NA,NA,NA
Coagulation factor XI (FXI) (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) [Cleaved into: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain],NA,NA,NA,NA,NA,575.5813441,NA,NA,2341.941869,688.1438905,NA,NA,3155.961947,NA,NA,NA,NA,NA,3121.310017,2318.84,NA,NA,NA,NA,NA,299.2509523,NA,NA,2665.627664,NA
Coagulation factor XII (EC 3.4.21.38) (Hageman factor),17964.73005,42619.79865,NA,20900.21519,32388.60497,36031.35311,30134.75375,95725.86676,578680.1765,34984.71503,96268.57848,70216.15661,122426.6975,71818.44797,30643.97914,15888.56072,71131.67581,20141.82766,60333.14776,55436.94,85488.46495,11739.68704,42583.79929,40465.49005,48230.70968,12756.04073,45462.57883,87798.86517,52248.88699,18877.76344
Coagulation factor XII (EC 3.4.21.38) (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)],2994.121675,NA,NA,4180.043037,5398.100829,NA,NA,NA,115736.0353,NA,NA,17554.03915,NA,NA,NA,2648.093453,NA,NA,NA,NA,21372.11624,2347.937408,7097.299882,NA,12057.67742,3189.010183,NA,NA,NA,NA
Coagulation factor XIII B chain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964.98411,NA,NA
Coagulation factor XIII B chain (Fibrin-stabilizing factor B subunit) (Protein-glutamine gamma-glutamyltransferase B chain) (Transglutaminase B chain),641.8515264,1733.646353,2610.6863,NA,NA,3397.697604,NA,730.12204,8404.235905,1362.535101,6307.197786,3804.670385,3993.673917,1850.99923,NA,NA,NA,3982.004147,5351.253543,3020.85,6071.067054,NA,848.9478842,325.8633184,2260.24709,NA,456.493371,1964.98411,3465.273494,1246.654847
Coiled-coil domain containing 110,NA,NA,NA,NA,NA,NA,2308.074516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coiled-coil domain-containing protein 110 (Cancer/testis antigen 52) (CT52) (Cancer/testis antigen KM-HN-1),NA,NA,NA,NA,NA,NA,1538.716344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cold agglutinin FS-1 L-chain,NA,NA,NA,NA,NA,NA,115468.4882,132244.923,NA,NA,NA,NA,NA,NA,NA,92213.05053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Complement C1q A chain,NA,NA,NA,NA,NA,NA,NA,671.2592406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Complement C1q B chain,33753.79886,31449.21598,60578.13784,19278.12875,25225.74872,29396.47049,25265.39511,60519.24154,148614.2117,24411.19139,111570.2894,47745.19263,47948.02211,52286.00256,10211.70827,32563.0795,49244.06591,86147.10861,201170.3595,84850.7704,77939.36487,120977.4138,161503.9092,20986.79574,38056.59993,15567.69258,24615.07363,34355.25832,61037.55914,17598.68757
Complement C1q C chain,27605.83923,21323.53451,24429.88824,14501.09085,27024.48793,22877.62979,22482.37859,41618.69106,92591.81065,11776.18728,31627.71593,29494.17612,39478.41837,53390.74652,14908.91515,26789.32604,41665.32516,43781.98197,NA,34484.98,35377.33529,27279.09265,96047.75029,14293.95269,20000.2722,11556.69197,17996.88795,32067.70624,31413.46783,13097.21386
Complement C1q subcomponent subunit A,37564.42042,32042.38858,42591.69796,5752.799045,15168.48278,29793.41641,28716.24922,1342.518481,108634.8364,26744.3881,48122.77434,33761.41477,73596.29826,NA,NA,NA,28925.12542,57251.57893,114753.6577,61826.66,50535.7747,38315.89131,123964.3468,22653.83832,34890.50383,7596.943117,22911.00408,37349.80872,56020.96269,16597.06489
Complement C1r subcomponent (EC 3.4.21.41) (Complement component 1 subcomponent r) [Cleaved into: Complement C1r subcomponent heavy chain; Complement C1r subcomponent light chain],14471.66672,21049.06187,18146.82422,5875.705996,17052.43198,27660.81378,24452.93818,56170.93505,94379.40844,17876.48765,47644.12229,38556.03218,27181.55388,54957.72749,11947.10818,16270.01529,28886.67993,53537.13711,60632.79232,19391.99879,60218.54879,17143.37272,51807.23396,11879.40148,30307.19831,5873.355134,11607.8155,23040.86972,36871.83204,11001.97967
Complement C1r subcomponent like,NA,NA,3981.980146,NA,NA,NA,9133.561012,6874.106185,NA,NA,9567.755477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3789.537745,NA,2100.747284,NA,NA,NA,NA
Complement C1r subcomponent-like protein (C1r-LP) (C1r-like protein) (EC 3.4.21.-) (C1r-like serine protease analog protein) (CLSPa),NA,NA,3981.980146,NA,NA,NA,9133.561012,6874.106185,33084.91087,NA,9567.755477,6921.679413,7842.26192,NA,NA,NA,NA,8836.584747,4197.522536,3921.12,10794.04208,NA,NA,3789.537745,NA,2100.747284,NA,6254.557125,4557.754709,NA
Complement C1s,NA,NA,NA,8974.800726,21465.24486,NA,18244.55467,49533.41446,NA,NA,NA,NA,NA,48338.15013,4657.663665,12265.14655,36988.85766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain],19986.53386,13876.40925,15784.33651,8974.800726,21465.24486,19910.489,18244.55467,49533.41446,61465.65912,12348.8039,22948.85877,28846.296,29199.21859,48338.15013,4657.663665,12265.14655,36988.85766,47720.31946,52677.05531,15656.81,58385.10338,10282.76516,42629.11206,10877.46284,27654.27316,6135.742148,11653.48417,30219.29129,18139.0313,6552.075972
Complement C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.7935183,NA,NA,NA,NA,4344.346498,NA,NA,NA,2271.76152,3080.662363,NA,NA,NA,NA,733.5780499,NA,NA,NA,NA
Complement C2 (EC 3.4.21.43) (C3/C5 convertase),43107.11782,100765.5693,121815.441,40852.87842,35250.98316,97013.90519,137872.2234,140434.2841,93674.44836,86388.86862,208689.8376,197822.5028,201691.1135,418757.9105,172187.5726,204449.4103,529712.0275,31469.90832,464478.768,156318.7345,116355.7666,87824.84415,203984.2285,156988.29,87296.56984,67475.61209,116770.6712,164648.6687,97524.24751,120456.9799
Complement C2 (EC 3.4.21.43) (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868.1902775,NA,NA,NA,2525.249269,6516.519747,2863.125665,NA,6915.005874,3407.64228,4620.993544,NA,NA,NA,NA,1100.367075,NA,NA,NA,NA
Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain],458094.4322,1531423.983,NA,NA,NA,2226593.519,1046036.068,1239070.914,3581897.465,645723.3065,2140002.496,671117.031,1133882.213,NA,342432.9028,586059.9278,NA,1192425.134,1397146.469,2602690.148,NA,196533.0432,1532423.484,1512228.149,855896.6722,477425.4816,1322556.319,1733221.798,NA,179551.0755
Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain],461772.7395,1537558.974,1028404.634,131011.5435,456192.7515,2228043.304,1044173.407,1241103.076,3605643.508,659903.0987,2162681.964,662598.1487,1127350.237,966927.9565,344259.3456,594636.1601,880903.9471,1185243.675,1408986.465,2598804.224,3436456.821,194525.312,1521709.241,1526841.097,844777.1051,470996.6249,1337322.071,1748367.211,1554580.257,179792.403
Complement C4A (Rodgers blood group),NA,NA,932967.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342432.9028,NA,NA,NA,NA,NA,3363858.924,NA,NA,NA,NA,NA,NA,NA,1471793.74,NA
Complement C5,NA,NA,30576.72361,10428.59071,8828.113649,NA,14120.0878,33489.70257,NA,11605.47224,36314.53414,NA,17860.67576,27715.10229,12307.83564,14267.89016,23315.71131,NA,32409.6513,29402.81052,NA,8610.90038,22639.47907,12761.02342,38469.91275,6181.242296,18928.67638,20508.22203,30245.90305,11840.90169
Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain],11984.92162,24966.44054,30576.72361,10428.59071,8828.113649,30116.90907,14120.0878,33489.70257,77166.18046,11605.47224,36314.53414,37564.38124,17860.67576,27715.10229,12307.83564,14267.89016,23315.71131,43145.35862,32409.6513,29402.81052,126554.2683,8610.90038,22639.47907,12761.02342,38469.91275,6181.242296,18928.67638,20508.22203,30245.90305,11840.90169
Complement C7,8382.619689,8809.233878,NA,8850.139765,NA,NA,7446.877967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17785.81102,NA,NA,2389.46433,22269.40568,NA,2772.172704,NA,NA,NA
Complement C8 alpha chain,2770.83221,3142.402329,13866.90573,5350.503225,2241.294919,36136.2704,8328.47678,75567.07282,12200.50367,10528.66101,53146.15633,18095.92325,17321.3277,26884.80328,44427.5033,18337.93211,15149.49487,35459.7954,50639.58705,19381.38388,16712.59838,5430.086468,24118.37387,9818.435436,6624.569463,3074.334643,7493.996072,8898.625341,8204.670168,3406.317636
Complement component 5 variant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14267.89016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Complement component C6,13243.31992,15831.23835,16350.31465,6350.571301,6056.14581,29688.87551,26981.19458,96586.81497,140719.9096,11324.4044,44434.72086,48526.96599,92403.18299,65123.18511,34858.77311,38532.92281,63441.5641,71434.73074,100957.2342,36543.87,67048.24692,9176.773557,10885.58242,10765.32719,7356.892459,21490.5274,18057.30935,27700.41556,17680.71525,11878.26915
