pathway_id,pathway_name,source,n_genes,mean_AD,mean_Control,diff,p_value,effect_size,abs_effect,direction,q_value,significant_fdr,significant,neg_log10_p
WP:WP1533,Vitamin B12 metabolism,WP,9,0.25,0.2271,0.0229,0.32223862938734305,-0.23,0.23,↑ in AD,0.7565602603007184,False,False,0.4918223983545658
GO:0010466,negative regulation of peptidase activity,GO:BP,4,-0.3491,-0.2737,-0.0754,0.32223862938734305,0.23,0.23,↓ in AD,0.7565602603007184,False,False,0.4918223983545658
GO:0016491,oxidoreductase activity,GO:MF,16,0.1137,0.1526,-0.0389,0.32223862938734305,0.23,0.23,↓ in AD,0.7565602603007184,False,False,0.4918223983545658
GO:0004857,enzyme inhibitor activity,GO:MF,30,0.2725,0.2807,-0.0082,0.32223862938734305,0.23,0.23,↓ in AD,0.7565602603007184,False,False,0.4918223983545658
GO:0001667,ameboidal-type cell migration,GO:BP,5,-0.3429,-0.3539,0.0111,0.32223862938734305,-0.23,0.23,↑ in AD,0.7565602603007184,False,False,0.4918223983545658
GO:0015931,nucleobase-containing compound transport,GO:BP,3,-0.0129,0.0,-0.0129,0.3339238551165865,0.1,0.1,↓ in AD,0.7603808267112633,False,False,0.47635255436452195
GO:0061659,ubiquitin-like protein ligase activity,GO:MF,3,-0.013,0.0,-0.013,0.3339238551165865,0.1,0.1,↓ in AD,0.7603808267112633,False,False,0.47635255436452195
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,GO:MF,3,-0.0218,0.0,-0.0218,0.3339238551165865,0.1,0.1,↓ in AD,0.7603808267112633,False,False,0.47635255436452195
GO:0031267,small GTPase binding,GO:MF,3,-0.0185,0.0,-0.0185,0.3339238551165865,0.1,0.1,↓ in AD,0.7603808267112633,False,False,0.47635255436452195
REAC:R-HSA-2132295,MHC class II antigen presentation,REAC,4,-0.0278,0.0,-0.0278,0.3339238551165865,0.1,0.1,↓ in AD,0.7603808267112633,False,False,0.47635255436452195
GO:0006790,sulfur compound metabolic process,GO:BP,5,0.1842,0.2522,-0.068,0.3442129113242063,0.22,0.22,↓ in AD,0.7698963342044377,False,False,0.46317284344573006
GO:0019865,immunoglobulin binding,GO:MF,3,-0.0823,-0.0854,0.0032,0.3442129113242063,0.22,0.22,↑ in AD,0.7698963342044377,False,False,0.46317284344573006
GO:0046914,transition metal ion binding,GO:MF,24,0.3391,0.3457,-0.0066,0.3442129113242063,0.22,0.22,↓ in AD,0.7698963342044377,False,False,0.46317284344573006
GO:0007566,embryo implantation,GO:BP,3,-0.091,-0.0659,-0.0251,0.3671207455678789,0.21,0.21,↓ in AD,0.7975381714060817,False,False,0.43519107332470974
GO:0042581,specific granule,GO:CC,9,0.3396,0.3349,0.0047,0.3671207455678789,0.21,0.21,↑ in AD,0.7975381714060817,False,False,0.43519107332470974
WP:WP5530,MAPK signaling and ARTD family members,WP,3,-0.3421,-0.2934,-0.0488,0.3671207455678789,0.21,0.21,↓ in AD,0.7975381714060817,False,False,0.43519107332470974
GO:0010639,negative regulation of organelle organization,GO:BP,6,0.2366,0.2762,-0.0396,0.3671207455678789,0.21,0.21,↓ in AD,0.7975381714060817,False,False,0.43519107332470974
GO:0141061,disruption of cell in another organism,GO:BP,15,0.025,0.0411,-0.0161,0.3671207455678789,0.21,0.21,↓ in AD,0.7975381714060817,False,False,0.43519107332470974
GO:0031514,motile cilium,GO:CC,7,-0.3158,-0.3854,0.0696,0.37881678404761954,-0.205,0.205,↑ in AD,0.8182442535428582,False,False,0.4215707871719773
GO:1900024,regulation of substrate adhesion-dependent cell spreading,GO:BP,3,-0.0908,-0.1238,0.033,0.39095562378232207,-0.2,0.2,↑ in AD,0.8210068099428764,False,False,0.4078725352900601
GO:0005813,centrosome,GO:CC,12,0.0118,0.0247,-0.0128,0.39095562378232207,0.2,0.2,↓ in AD,0.8210068099428764,False,False,0.4078725352900601
GO:0016772,"transferase activity, transferring phosphorus-containing groups",GO:MF,16,-0.0414,-0.0334,-0.008,0.39095562378232207,0.2,0.2,↓ in AD,0.8210068099428764,False,False,0.4078725352900601
GO:0003723,RNA binding,GO:MF,21,-0.0435,-0.0272,-0.0163,0.39095562378232207,0.2,0.2,↓ in AD,0.8210068099428764,False,False,0.4078725352900601
GO:0008211,glucocorticoid metabolic process,GO:BP,3,-0.206,-0.1744,-0.0316,0.39095562378232207,0.2,0.2,↓ in AD,0.8210068099428764,False,False,0.4078725352900601
GO:0098662,inorganic cation transmembrane transport,GO:BP,5,-0.0378,-0.0184,-0.0194,0.3970150996016153,0.13,0.13,↓ in AD,0.8245698222495087,False,False,0.40119297548132954
GO:0042254,ribosome biogenesis,GO:BP,6,-0.0376,-0.0273,-0.0103,0.3970150996016153,0.13,0.13,↓ in AD,0.8245698222495087,False,False,0.40119297548132954
KEGG:05016,Huntington disease,KEGG,10,-0.1012,-0.0735,-0.0276,0.41244367127269244,0.17,0.17,↓ in AD,0.8403063652705751,False,False,0.38463535602527565
GO:0050829,defense response to Gram-negative bacterium,GO:BP,3,-0.1937,-0.0832,-0.1105,0.4157071172105755,0.19,0.19,↓ in AD,0.8403063652705751,False,False,0.3812125399902501
GO:2001235,positive regulation of apoptotic signaling pathway,GO:BP,3,0.0695,0.0841,-0.0147,0.4157071172105755,0.19,0.19,↓ in AD,0.8403063652705751,False,False,0.3812125399902501
REAC:R-HSA-1474228,Degradation of the extracellular matrix,REAC,3,0.3739,0.3637,0.0102,0.4157071172105755,-0.19,0.19,↑ in AD,0.8403063652705751,False,False,0.3812125399902501
GO:0051607,defense response to virus,GO:BP,4,-0.116,-0.0973,-0.0187,0.4157071172105755,0.19,0.19,↓ in AD,0.8403063652705751,False,False,0.3812125399902501
GO:0046697,decidualization,GO:BP,3,0.0009,-0.0237,0.0246,0.4222249625802905,-0.1,0.1,↑ in AD,0.848941680081648,False,False,0.3744560941207441
REAC:R-HSA-202733,Cell surface interactions at the vascular wall,REAC,3,0.0542,0.0689,-0.0146,0.44136078370373844,0.18,0.18,↓ in AD,0.8734784096335765,False,False,0.3552062578931956
GO:0043277,apoptotic cell clearance,GO:BP,7,0.3535,0.3597,-0.0062,0.44136078370373844,0.18,0.18,↓ in AD,0.8734784096335765,False,False,0.3552062578931956
GO:0048583,regulation of response to stimulus,GO:BP,109,0.1971,0.1904,0.0067,0.44136078370373844,-0.18,0.18,↑ in AD,0.8734784096335765,False,False,0.3552062578931956
GO:0034391,regulation of smooth muscle cell apoptotic process,GO:BP,4,0.1934,0.2065,-0.0131,0.4678981027906498,0.17,0.17,↓ in AD,0.8915335928575321,False,False,0.3298487157593527
GO:0045807,positive regulation of endocytosis,GO:BP,13,0.2759,0.2712,0.0047,0.4678981027906498,-0.17,0.17,↑ in AD,0.8915335928575321,False,False,0.3298487157593527
GO:0019207,kinase regulator activity,GO:MF,4,-0.0094,-0.0136,0.0042,0.4678981027906498,-0.17,0.17,↑ in AD,0.8915335928575321,False,False,0.3298487157593527
REAC:R-HSA-8856828,Clathrin-mediated endocytosis,REAC,6,-0.266,-0.3138,0.0478,0.4678981027906498,-0.17,0.17,↑ in AD,0.8915335928575321,False,False,0.3298487157593527
GO:0008380,RNA splicing,GO:BP,3,-0.0032,-0.0207,0.0175,0.47270401765479575,-0.09,0.09,↑ in AD,0.8915335928575321,False,False,0.32541070648089615
GO:0061050,regulation of cell growth involved in cardiac muscle cell development,GO:BP,3,-0.0119,0.0098,-0.0217,0.47270401765479575,0.09,0.09,↓ in AD,0.8915335928575321,False,False,0.32541070648089615
GO:0000151,ubiquitin ligase complex,GO:CC,3,0.002,0.0073,-0.0053,0.47270401765479575,0.09,0.09,↓ in AD,0.8915335928575321,False,False,0.32541070648089615
GO:0030307,positive regulation of cell growth,GO:BP,3,-0.0148,0.0098,-0.0246,0.47270401765479575,0.09,0.09,↓ in AD,0.8915335928575321,False,False,0.32541070648089615
GO:0043268,positive regulation of potassium ion transport,GO:BP,4,-0.0345,-0.0184,-0.0161,0.47945114954482815,0.1,0.1,↓ in AD,0.8915335928575321,False,False,0.3192556357589849
REAC:R-HSA-69620,Cell Cycle Checkpoints,REAC,4,-0.039,0.0,-0.039,0.47945114954482815,0.1,0.1,↓ in AD,0.8915335928575321,False,False,0.3192556357589849
REAC:R-HSA-1640170,Cell Cycle,REAC,12,-0.2971,-0.3704,0.0733,0.48144244883332454,-0.165,0.165,↑ in AD,0.8915335928575321,False,False,0.31745562058086574
GO:0031968,organelle outer membrane,GO:CC,3,0.1845,0.1609,0.0236,0.49529644047640675,-0.16,0.16,↑ in AD,0.8915335928575321,False,False,0.3051347931300204
GO:0009566,fertilization,GO:BP,3,-0.2622,-0.3125,0.0503,0.49529644047640675,0.16,0.16,↑ in AD,0.8915335928575321,False,False,0.3051347931300204
KEGG:05415,Diabetic cardiomyopathy,KEGG,4,0.2458,0.2301,0.0157,0.49529644047640675,-0.16,0.16,↑ in AD,0.8915335928575321,False,False,0.3051347931300204
WP:WP2877,Vitamin D receptor pathway,WP,7,0.2805,0.2908,-0.0103,0.49529644047640675,0.16,0.16,↓ in AD,0.8915335928575321,False,False,0.3051347931300204
GO:0043603,amide metabolic process,GO:BP,7,0.2131,0.1914,0.0216,0.49529644047640675,-0.16,0.16,↑ in AD,0.8915335928575321,False,False,0.3051347931300204
GO:0030225,macrophage differentiation,GO:BP,3,0.0818,0.0959,-0.0141,0.49529644047640675,0.16,0.16,↓ in AD,0.8915335928575321,False,False,0.3051347931300204
GO:0001819,positive regulation of cytokine production,GO:BP,13,-0.0288,-0.016,-0.0129,0.49529644047640675,0.16,0.16,↓ in AD,0.8915335928575321,False,False,0.3051347931300204
GO:0008237,metallopeptidase activity,GO:MF,6,-0.2884,-0.3004,0.012,0.49529644047640675,-0.16,0.16,↑ in AD,0.8915335928575321,False,False,0.3051347931300204
GO:0007224,smoothened signaling pathway,GO:BP,3,0.2328,0.2537,-0.0208,0.5092631761727193,0.155,0.155,↓ in AD,0.908128689812379,False,False,0.29305772567570815
GO:0045765,regulation of angiogenesis,GO:BP,12,0.094,0.0996,-0.0056,0.5235290451686408,0.15,0.15,↓ in AD,0.908128689812379,False,False,0.2810592188436944
GO:0015630,microtubule cytoskeleton,GO:CC,24,0.1048,0.1305,-0.0257,0.5235290451686408,0.15,0.15,↓ in AD,0.908128689812379,False,False,0.2810592188436944
WP:WP383,Striated muscle contraction pathway,WP,4,-0.3609,-0.3835,0.0226,0.5235290451686408,-0.15,0.15,↑ in AD,0.908128689812379,False,False,0.2810592188436944
GO:0048863,stem cell differentiation,GO:BP,3,0.346,0.347,-0.001,0.5235290451686408,0.15,0.15,↓ in AD,0.908128689812379,False,False,0.2810592188436944
GO:0009925,basal plasma membrane,GO:CC,4,-0.0339,-0.0448,0.0109,0.5269001748474018,-0.09,0.09,↑ in AD,0.908128689812379,False,False,0.27827165731020814
GO:0016866,intramolecular transferase activity,GO:MF,3,-0.021,-0.0299,0.009,0.5269001748474018,-0.09,0.09,↑ in AD,0.908128689812379,False,False,0.27827165731020814
GO:0006605,protein targeting,GO:BP,4,-0.0187,-0.0154,-0.0033,0.5269001748474018,0.09,0.09,↓ in AD,0.908128689812379,False,False,0.27827165731020814
GO:0006766,vitamin metabolic process,GO:BP,4,-0.0467,-0.0438,-0.0029,0.5289775325006449,-0.105,0.105,↓ in AD,0.908128689812379,False,False,0.2765627735568874
GO:0036126,sperm flagellum,GO:CC,5,-0.0269,-0.0538,0.0269,0.5497804077758626,-0.1,0.1,↑ in AD,0.908128689812379,False,False,0.2598107409320573
GO:0016757,glycosyltransferase activity,GO:MF,4,-0.1252,-0.1071,-0.0181,0.5525208805279886,0.14,0.14,↓ in AD,0.908128689812379,False,False,0.25765130474379144
REAC:R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,REAC,5,-0.2286,-0.1862,-0.0424,0.5525650758117651,0.14,0.14,↓ in AD,0.908128689812379,False,False,0.2576165675945763
GO:0032677,regulation of interleukin-8 production,GO:BP,5,-0.1537,-0.201,0.0473,0.5525650758117651,-0.14,0.14,↑ in AD,0.908128689812379,False,False,0.2576165675945763
REAC:R-HSA-109582,Hemostasis,REAC,42,0.1851,0.1941,-0.009,0.5525650758117651,0.14,0.14,↓ in AD,0.908128689812379,False,False,0.2576165675945763
GO:0045727,positive regulation of translation,GO:BP,4,-0.3297,-0.3462,0.0165,0.5525650758117651,-0.14,0.14,↑ in AD,0.908128689812379,False,False,0.2576165675945763
GO:0140096,"catalytic activity, acting on a protein",GO:MF,73,0.265,0.2714,-0.0063,0.5525650758117651,0.14,0.14,↓ in AD,0.908128689812379,False,False,0.2576165675945763
GO:0009617,response to bacterium,GO:BP,31,0.2477,0.2448,0.003,0.5525650758117651,-0.14,0.14,↑ in AD,0.908128689812379,False,False,0.2576165675945763
GO:0051602,response to electrical stimulus,GO:BP,3,-0.2356,-0.2329,-0.0027,0.5525650758117651,-0.14,0.14,↓ in AD,0.908128689812379,False,False,0.2576165675945763
GO:0032757,positive regulation of interleukin-8 production,GO:BP,4,-0.2495,-0.2269,-0.0225,0.5525650758117651,0.14,0.14,↓ in AD,0.908128689812379,False,False,0.2576165675945763
GO:0051384,response to glucocorticoid,GO:BP,5,0.4287,0.4257,0.0029,0.5525650758117651,0.14,0.14,↑ in AD,0.908128689812379,False,False,0.2576165675945763
GO:0071466,cellular response to xenobiotic stimulus,GO:BP,3,-0.0375,-0.0355,-0.002,0.5766365295200134,-0.08,0.08,↓ in AD,0.9249400529447699,False,False,0.23909784882527696
GO:0042578,phosphoric ester hydrolase activity,GO:MF,6,0.003,-0.0237,0.0267,0.582327698586617,-0.13,0.13,↑ in AD,0.9249400529447699,False,False,0.23483255205712988
GO:0098978,glutamatergic synapse,GO:CC,12,0.1246,0.1206,0.004,0.5823696629652255,-0.13,0.13,↑ in AD,0.9249400529447699,False,False,0.23480125654865588
GO:0071682,endocytic vesicle lumen,GO:CC,5,0.3292,0.3349,-0.0057,0.5823696629652255,0.13,0.13,↓ in AD,0.9249400529447699,False,False,0.23480125654865588
GO:0051050,positive regulation of transport,GO:BP,30,0.1977,0.1975,0.0002,0.5823696629652255,-0.13,0.13,↑ in AD,0.9249400529447699,False,False,0.23480125654865588
GO:0050821,protein stabilization,GO:BP,5,-0.1159,-0.0832,-0.0327,0.5823696629652255,0.13,0.13,↓ in AD,0.9249400529447699,False,False,0.23480125654865588
GO:0050777,negative regulation of immune response,GO:BP,10,0.2042,0.2166,-0.0124,0.5823696629652255,0.13,0.13,↓ in AD,0.9249400529447699,False,False,0.23480125654865588
GO:0020037,heme binding,GO:MF,5,0.1693,0.1752,-0.006,0.5823696629652255,0.13,0.13,↓ in AD,0.9249400529447699,False,False,0.23480125654865588
GO:0031966,mitochondrial membrane,GO:CC,7,0.3422,0.3416,0.0006,0.5975074232860038,0.125,0.125,↑ in AD,0.9310853506298559,False,False,0.22365669477794597
GO:0001917,photoreceptor inner segment,GO:CC,3,-0.0025,-0.008,0.0055,0.6110693468012701,-0.055,0.055,↑ in AD,0.9310853506298559,False,False,0.2139095013381913
GO:0098839,postsynaptic density membrane,GO:CC,3,-0.0113,-0.0282,0.0169,0.6110693468012701,-0.055,0.055,↑ in AD,0.9310853506298559,False,False,0.2139095013381913
WP:WP2355,Corticotropin releasing hormone signaling,WP,3,-0.0184,-0.0695,0.0511,0.6113281709589862,-0.08,0.08,↑ in AD,0.9310853506298559,False,False,0.21372559077959483
REAC:R-HSA-9707564,Cytoprotection by HMOX1,REAC,3,0.4836,0.485,-0.0013,0.6129040031966836,0.12,0.12,↓ in AD,0.9310853506298559,False,False,0.2126075420341652
KEGG:05133,Pertussis,KEGG,14,0.2567,0.264,-0.0073,0.6129040031966836,0.12,0.12,↓ in AD,0.9310853506298559,False,False,0.2126075420341652
GO:0046474,glycerophospholipid biosynthetic process,GO:BP,3,-0.4141,-0.4165,0.0023,0.6129040031966836,0.12,0.12,↑ in AD,0.9310853506298559,False,False,0.2126075420341652
GO:0030424,axon,GO:CC,9,0.2575,0.2611,-0.0036,0.6129040031966836,0.12,0.12,↓ in AD,0.9310853506298559,False,False,0.2126075420341652
REAC:R-HSA-1474244,Extracellular matrix organization,REAC,10,0.1339,0.1404,-0.0065,0.6129040031966836,0.12,0.12,↓ in AD,0.9310853506298559,False,False,0.2126075420341652
GO:0001890,placenta development,GO:BP,4,-0.0393,-0.0237,-0.0155,0.6140071621751478,0.09,0.09,↓ in AD,0.9310853506298559,False,False,0.21182656293863092
GO:0042391,regulation of membrane potential,GO:BP,8,0.4863,0.4962,-0.0099,0.6140071621751478,0.09,0.09,↓ in AD,0.9310853506298559,False,False,0.21182656293863092
GO:2000352,negative regulation of endothelial cell apoptotic process,GO:BP,4,-0.4279,-0.4578,0.0299,0.6280106988872877,-0.115,0.115,↑ in AD,0.9310853506298559,False,False,0.2020329574918925
GO:0031503,protein-containing complex localization,GO:BP,5,0.2107,0.2273,-0.0166,0.6283934494162,0.115,0.115,↓ in AD,0.9310853506298559,False,False,0.20176835083961606
WP:WP3584,MECP2 and associated Rett syndrome,WP,5,0.1028,0.1261,-0.0233,0.644125486780133,0.11,0.11,↓ in AD,0.9310853506298559,False,False,0.19102951632462659
GO:0005509,calcium ion binding,GO:MF,28,0.015,0.0168,-0.0017,0.644125486780133,0.11,0.11,↓ in AD,0.9310853506298559,False,False,0.19102951632462659
REAC:R-HSA-8957322,Metabolism of steroids,REAC,6,0.4905,0.4884,0.002,0.644125486780133,0.11,0.11,↑ in AD,0.9310853506298559,False,False,0.19102951632462659
GO:0016787,hydrolase activity,GO:MF,103,0.203,0.2083,-0.0053,0.644125486780133,0.11,0.11,↓ in AD,0.9310853506298559,False,False,0.19102951632462659
GO:0002011,morphogenesis of an epithelial sheet,GO:BP,3,0.1193,0.1155,0.0038,0.644125486780133,-0.11,0.11,↑ in AD,0.9310853506298559,False,False,0.19102951632462659
WP:WP4673,Male infertility,WP,5,-0.0222,0.0241,-0.0463,0.644125486780133,0.11,0.11,↓ in AD,0.9310853506298559,False,False,0.19102951632462659
GO:0051258,protein polymerization,GO:BP,10,0.2286,0.2553,-0.0266,0.644125486780133,0.11,0.11,↓ in AD,0.9310853506298559,False,False,0.19102951632462659
GO:0004197,cysteine-type endopeptidase activity,GO:MF,5,0.3469,0.3431,0.0038,0.644125486780133,-0.11,0.11,↑ in AD,0.9310853506298559,False,False,0.19102951632462659
GO:0007411,axon guidance,GO:BP,5,-0.0514,-0.0219,-0.0295,0.6551324581600352,0.065,0.065,↓ in AD,0.9310853506298559,False,False,0.1836708831652343
GO:0006081,aldehyde metabolic process,GO:BP,3,-0.0062,-0.04,0.0337,0.6551324581600352,-0.065,0.065,↑ in AD,0.9310853506298559,False,False,0.1836708831652343
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,GO:BP,5,0.1486,0.1449,0.0038,0.6759878582977128,-0.1,0.1,↑ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:0040017,positive regulation of locomotion,GO:BP,14,-0.1333,-0.1312,-0.0021,0.6759878582977128,-0.1,0.1,↓ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:0017124,SH3 domain binding,GO:MF,3,-0.0511,-0.0455,-0.0056,0.6759878582977128,0.1,0.1,↓ in AD,0.9310853506298559,False,False,0.17006110453419235
WP:WP4172,PI3K Akt signaling,WP,4,-0.4092,-0.4046,-0.0046,0.6759878582977128,0.1,0.1,↓ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:0045596,negative regulation of cell differentiation,GO:BP,16,-0.03,-0.0379,0.0079,0.6759878582977128,-0.1,0.1,↑ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:1905953,negative regulation of lipid localization,GO:BP,6,0.0336,0.0157,0.0179,0.6759878582977128,-0.1,0.1,↑ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:0002683,negative regulation of immune system process,GO:BP,18,0.1282,0.1237,0.0045,0.6759878582977128,-0.1,0.1,↑ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:0009897,external side of plasma membrane,GO:CC,15,-0.2625,-0.2602,-0.0024,0.6759878582977128,0.1,0.1,↓ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:0030198,extracellular matrix organization,GO:BP,10,-0.0358,-0.023,-0.0127,0.6759878582977128,0.1,0.1,↓ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:0007165,signal transduction,GO:BP,87,0.1111,0.1089,0.0023,0.6759878582977128,-0.1,0.1,↑ in AD,0.9310853506298559,False,False,0.17006110453419235
GO:0035249,"synaptic transmission, glutamatergic",GO:BP,3,-0.0113,-0.0219,0.0106,0.6841269000528016,-0.045,0.045,↑ in AD,0.9310853506298559,False,False,0.164863332664456
GO:0004518,nuclease activity,GO:MF,4,-0.0608,-0.031,-0.0299,0.6997274331005794,0.07,0.07,↓ in AD,0.9310853506298559,False,False,0.1550710990610585
GO:0010737,protein kinase A signaling,GO:BP,3,-0.0066,0.0017,-0.0083,0.703824136115198,0.05,0.05,↓ in AD,0.9310853506298559,False,False,0.15253584406247642
GO:1901018,positive regulation of potassium ion transmembrane transporter activity,GO:BP,3,-0.0162,-0.0184,0.0022,0.703824136115198,0.05,0.05,↑ in AD,0.9310853506298559,False,False,0.15253584406247642
GO:0070936,protein K48-linked ubiquitination,GO:BP,3,-0.0011,0.0,-0.0011,0.703824136115198,0.05,0.05,↓ in AD,0.9310853506298559,False,False,0.15253584406247642
GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,GO:BP,3,-0.0018,0.0,-0.0018,0.703824136115198,0.05,0.05,↓ in AD,0.9310853506298559,False,False,0.15253584406247642
GO:0072666,establishment of protein localization to vacuole,GO:BP,3,-0.0085,0.0,-0.0085,0.703824136115198,0.05,0.05,↓ in AD,0.9310853506298559,False,False,0.15253584406247642
GO:0019787,ubiquitin-like protein transferase activity,GO:MF,4,-0.0028,0.0,-0.0028,0.703824136115198,0.05,0.05,↓ in AD,0.9310853506298559,False,False,0.15253584406247642
REAC:R-HSA-3700989,Transcriptional Regulation by TP53,REAC,5,-0.3925,-0.4334,0.0409,0.7083485218952902,-0.09,0.09,↑ in AD,0.9310853506298559,False,False,0.14975300799743704
GO:0010038,response to metal ion,GO:BP,10,-0.2352,-0.2247,-0.0105,0.7084414093482762,0.09,0.09,↓ in AD,0.9310853506298559,False,False,0.1496960616464812
GO:0001501,skeletal system development,GO:BP,10,0.3399,0.305,0.0348,0.7084414093482762,-0.09,0.09,↑ in AD,0.9310853506298559,False,False,0.1496960616464812
WP:WP4352,Ciliary landscape,WP,3,0.1685,0.1638,0.0048,0.7084414093482762,-0.09,0.09,↑ in AD,0.9310853506298559,False,False,0.1496960616464812
GO:0150172,regulation of phosphatidylcholine metabolic process,GO:BP,3,0.0779,0.0757,0.0022,0.7084414093482762,-0.09,0.09,↑ in AD,0.9310853506298559,False,False,0.1496960616464812
GO:0045619,regulation of lymphocyte differentiation,GO:BP,3,-0.0537,-0.0617,0.008,0.7084414093482762,-0.09,0.09,↑ in AD,0.9310853506298559,False,False,0.1496960616464812
GO:0004674,protein serine/threonine kinase activity,GO:MF,5,-0.2899,-0.2934,0.0035,0.7084414093482762,-0.09,0.09,↑ in AD,0.9310853506298559,False,False,0.1496960616464812
GO:0005604,basement membrane,GO:CC,6,-0.2431,-0.2311,-0.012,0.7084414093482762,0.09,0.09,↓ in AD,0.9310853506298559,False,False,0.1496960616464812
GO:0033273,response to vitamin,GO:BP,3,-0.0452,-0.0717,0.0264,0.709398362384652,-0.06,0.06,↑ in AD,0.9310853506298559,False,False,0.14910981841289195
GO:0007281,germ cell development,GO:BP,6,-0.0568,-0.0354,-0.0214,0.7243201907715289,0.07,0.07,↓ in AD,0.9473807339503042,False,False,0.14006940846428106
GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,GO:CC,3,-0.0462,-0.0628,0.0166,0.7347038321494637,-0.055,0.055,↑ in AD,0.9532712599350124,False,False,0.13388769490854913
GO:0009593,detection of chemical stimulus,GO:BP,4,0.4107,0.4138,-0.003,0.7414332021716763,0.08,0.08,↓ in AD,0.9532712599350124,False,False,0.12992796969965634
GO:0032496,response to lipopolysaccharide,GO:BP,11,0.2204,0.2168,0.0036,0.7414332021716763,-0.08,0.08,↑ in AD,0.9532712599350124,False,False,0.12992796969965634
GO:0034366,spherical high-density lipoprotein particle,GO:CC,4,0.202,0.2091,-0.0071,0.7414332021716763,0.08,0.08,↓ in AD,0.9532712599350124,False,False,0.12992796969965634
GO:0016301,kinase activity,GO:MF,12,-0.0306,-0.0239,-0.0067,0.7414332021716763,0.08,0.08,↓ in AD,0.9532712599350124,False,False,0.12992796969965634
KEGG:04144,Endocytosis,KEGG,6,-0.0422,-0.034,-0.0082,0.7658845478716918,0.045,0.045,↓ in AD,0.9635360787734297,False,False,0.11583669250997441
GO:0022890,inorganic cation transmembrane transporter activity,GO:MF,5,-0.0428,-0.0282,-0.0146,0.7658845478716918,0.045,0.045,↓ in AD,0.9635360787734297,False,False,0.11583669250997441
GO:0030276,clathrin binding,GO:MF,4,-0.0411,-0.034,-0.0071,0.7658845478716918,0.045,0.045,↓ in AD,0.9635360787734297,False,False,0.11583669250997441
GO:0016607,nuclear speck,GO:CC,3,-0.0034,-0.0109,0.0076,0.7674724608119228,0.04,0.04,↑ in AD,0.9635360787734297,False,False,0.11493719934523547
GO:0005520,insulin-like growth factor binding,GO:MF,3,-0.3453,-0.3486,0.0032,0.7748585807104369,0.07,0.07,↑ in AD,0.9635360787734297,False,False,0.11077755326325062
GO:0110165,cellular anatomical structure,GO:CC,272,0.1671,0.1765,-0.0095,0.7749073226114355,0.07,0.07,↓ in AD,0.9635360787734297,False,False,0.1107502351520407
GO:0050922,negative regulation of chemotaxis,GO:BP,3,0.0622,0.0738,-0.0116,0.7749073226114355,0.07,0.07,↓ in AD,0.9635360787734297,False,False,0.1107502351520407
GO:0046785,microtubule polymerization,GO:BP,4,-0.4108,-0.4266,0.0158,0.7749073226114355,-0.07,0.07,↑ in AD,0.9635360787734297,False,False,0.1107502351520407
GO:0044403,biological process involved in symbiotic interaction,GO:BP,11,0.0078,0.0204,-0.0126,0.7749073226114355,0.07,0.07,↓ in AD,0.9635360787734297,False,False,0.1107502351520407
GO:0043022,ribosome binding,GO:MF,3,-0.2627,-0.2614,-0.0013,0.7749073226114355,-0.07,0.07,↓ in AD,0.9635360787734297,False,False,0.1107502351520407
WP:WP231,TNF alpha signaling,WP,4,-0.0087,-0.0035,-0.0052,0.7894575607442124,0.05,0.05,↓ in AD,0.9781537923525117,False,False,0.1026712116088238
GO:0006801,superoxide metabolic process,GO:BP,4,0.0668,0.0653,0.0015,0.8088051604661488,0.06,0.06,↑ in AD,0.9781537923525117,False,False,0.09215608645411921
GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:BP,8,-0.1086,-0.1107,0.002,0.8088051604661488,-0.06,0.06,↑ in AD,0.9781537923525117,False,False,0.09215608645411921
GO:0007018,microtubule-based movement,GO:BP,11,0.2098,0.2028,0.007,0.8088051604661488,-0.06,0.06,↑ in AD,0.9781537923525117,False,False,0.09215608645411921
REAC:R-HSA-6803157,Antimicrobial peptides,REAC,3,0.109,0.1042,0.0048,0.8088051604661488,-0.06,0.06,↑ in AD,0.9781537923525117,False,False,0.09215608645411921
GO:0045860,positive regulation of protein kinase activity,GO:BP,6,0.0684,0.0652,0.0032,0.8088051604661488,0.06,0.06,↑ in AD,0.9781537923525117,False,False,0.09215608645411921
GO:0006909,phagocytosis,GO:BP,19,0.2664,0.268,-0.0015,0.8088051604661488,0.06,0.06,↓ in AD,0.9781537923525117,False,False,0.09215608645411921
REAC:R-HSA-2871796,FCERI mediated MAPK activation,REAC,3,0.0115,-0.0132,0.0247,0.8125404518483827,0.04,0.04,↑ in AD,0.9781537923525117,False,False,0.0901550087155846
