Protein.names,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
10E8 light chain variable region,22338.57536,,5175.324325,20508.22203,,24104.09984,47112.19868,,,,,,,,,,,,,,,,,,37944.84641,,,,,
10E8 light chain variable region (IGL c3101_light_IGLV3-19_IGLJ2),11169.28768,,,10254.11102,,12052.04992,23556.09934,,,,,,,,,,,,,,,,,,18972.4232,,,,,
78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),,,1134.526313,,,,1401.725351,,,,,,,,,,,,,,,,,,,,,,1613.080425,
B cell receptor heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,103254.1598,,,,,,,
Cryocrystalglobulin CC1 heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,,,98855.68408,,,,,
Cryocrystalglobulin CC2 lambda light chain variable region,,,,,,,,,,,,,,,,,,,,,,,34642.65586,,,,,,,
IGL c1511_light_IGKV1D-39_IGKJ1,,,,,,,,,,,,,,50857.66182,,,,,,,,,,,,,,,,
IGL c1520_light_IGLV2-14_IGLJ1,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c1525_light_IGKV4-1_IGKJ2,,,,,,,20508.22203,,2868.904547,,8046.574046,,,,,,,,,,,,,,,,,,,
IGL c1534_light_IGLV2-23_IGLJ3,,,,,,,,,,,567.5643106,,,,,,,,,719.6,,,,427.5720275,,,,,,
IGL c1537_light_IGLV1-51_IGLJ2 (IGL c1713_light_IGLV1-51_IGLJ2),,,38644.6457,,,,,,,,,,,,,,,,,,,,,,,,,,40372.04409,
IGL c1547_light_IGLV2-14_IGLJ1,,543.0296326,,,,,,,,,,,,,,,,,6185.949726,2693.92,,,,691.5485384,,,,,848.1468684,
IGL c1556_light_IGLV1-40_IGLJ2 (IGL c1612_light_IGLV1-40_IGLJ2),,,,,,,,,,,,,,,34419.62079,,,,,,,,,,,,,,,
IGL c1558_light_IGLV2-14_IGLJ3,,,3029.785685,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1562_light_IGKV3-11_IGKJ4 (IGL c2234_light_IGKV3-11_IGKJ4),,,,,,,,,,,,,,,,70791.06214,,,,,,,,,,,,,,
IGL c1564_light_IGKV4-1_IGKJ4,,6684.859535,,,,,20508.22203,,2868.904547,5303.315317,8046.574046,,,,,,,,,,,,,,,,,,,
IGL c1573_light_IGKV1D-13_IGKJ1,,,,,,,,69652.19896,,,,,,,,,,,,,,,,,,,,,,
IGL c1586_light_IGKV3-20_IGKJ4,,,,,,,10029.95489,,,,,,,,,,,,,,,,,,6483.750844,,,,,
IGL c1595_light_IGLV3-19_IGLJ1,,,,10254.11102,,12052.04992,,,,,,,,,,,,,,,,,,,18972.4232,,,,,
IGL c159_light_IGLV2-14_IGLJ2,,,,,,,,683.7616035,,,,,,,,,,,,,,,,,,,,,,
IGL c1602_light_IGKV4-1_IGKJ2 (IGL c1991_light_IGKV4-1_IGKJ2),,,,,,,,,65385.30445,,,,,,,,,,,,,,,,,,,,,
IGL c161_light_IGLV2-23_IGLJ1,507.4627944,1059.819952,574.0190238,,734.460991,1388.293057,813.2441966,1435.578334,,899.3912895,732.134987,896.7484398,953.6021534,,544.0664243,,1155.19755,,,1198.15,,3836.676566,,,2491.402909,931.4710768,550.0416499,3549.36078,703.4186914,
IGL c1623_light_IGLV2-8_IGLJ1,,,,,,,,,,,,8498.716574,10983.86367,,,,,,6393.58777,6671.71,,,,,,12705.9528,,,6527.147381,
IGL c1628_light_IGKV4-1_IGKJ2 (IGL c2153_light_IGKV4-1_IGKJ2),,,,,,,,,65385.30445,,,,,,,,,,,,,,,,,,,,,
IGL c1631_light_IGLV2-8_IGLJ2,,,,,,,,,,,,,10983.86367,,,,,,6393.58777,6671.71,,,,,,,,,,
IGL c1639_light_IGLV2-23_IGLJ2,,,,,,,,,,,567.5643106,,,,,,,,,719.6,,,,427.5720275,,,,,,
IGL c1640_light_IGLV6-57_IGLJ2,,,38711.69784,,,7366.027624,,,,,20508.22203,8275.932807,8535.474848,,,,,,20508.22203,,,,,,,,,,,
IGL c1641_light_IGLV3-25_IGLJ2,,,,,,27059.33532,,,,,,,,,18262.87826,,,,,,,,,21793.91219,,,33829.16229,,,23877.1493
IGL c1642_light_IGKV1-9_IGKJ3 (IGL c1858_light_IGKV1-9_IGKJ3) (IGL c2096_light_IGKV1-9_IGKJ3) (IGL c2222_light_IGKV1-9_IGKJ3),,,,,,,,,,,,,,,,,,26474.55015,,,,32683.34095,45902.59146,,,21958.4834,,,,
IGL c1644_light_IGKV3D-15_IGKJ4,,,,,,,,,,,,,,,,,,,,,,,,,28305.77489,,,,,
IGL c1652_light_IGKV3-15_IGKJ3,,,,,,1358.362493,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1667_light_IGLV1-51_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c168_light_IGKV1D-39_IGKJ1,,,,,,,,,,,,,,50857.66182,,,,,,,,,,,,,,,,
IGL c16_light_IGKV1D-39_IGKJ1,,,,,,,,,,,,,,50857.66182,,,,,,,,,,,,,,,,
IGL c1701_light_IGKV2-30_IGKJ4,,,,,12131.84914,,,,,,,92858.31551,,20822.71093,,,,,,,,,,,,,,,,
IGL c1704_light_IGLV3-19_IGLJ2,11169.28768,,,10254.11102,,12052.04992,,,,,,,,,,,,,,,,14988.79054,,,18972.4232,,,,,
IGL c1706_light_IGLV1-47_IGLJ2,,,,,,,,,,,,,50321.2876,,,,,,,,20508.22203,,,,35394.27369,,,,,
IGL c1708_light_IGLV2-11_IGLJ1,,,17625.14528,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1712_light_IGLV4-60_IGLJ3,,,,,,,,,,,,,,,,,2864.8441,,,,,,,,,,,,,
IGL c1714_light_IGKV6-21_IGKJ4,,,,,,,,,,,,,,,,,,2159.155778,,,,,,,,,,,,
IGL c171_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c1731_light_IGLV2-14_IGLJ2 (IGL c1941_light_IGLV2-14_IGLJ2),,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c1736_light_IGLV3-25_IGLJ2,,,,,,27059.33532,,52700.28583,,57943.29601,,,,,18262.87826,,,,,42130.76,17934.71019,,,21793.91219,,,33829.16229,,19933.77799,23877.1493
IGL c173_light_IGLV1-51_IGLJ3,,,,,,28651.28726,,,,,,,,53162.37402,,39903.96028,,,,,,,,,,,,,,
IGL c1772_light_IGLV6-57_IGLJ7,,,,,,7366.027624,,,,,20508.22203,,,,,,,,20508.22203,,,9767.525004,,,,,,,,
IGL c1775_light_IGLV3-19_IGLJ3,,,,10254.11102,,12052.04992,,,,,,,37650.47429,,,,,,,,,,,,,7141.125082,9838.565404,,,
IGL c1778_light_IGKV3-11_IGKJ2,,,,,,,,,,,,,149569.5803,,,,,,,,,,,,,,,,,
IGL c1783_light_IGKV1-39_IGKJ1,,,,,,,,,,,,,,50857.66182,,,,,,,,,,,,,,,,
IGL c1784_light_IGLV2-14_IGLJ2,,,,,,,,683.7616035,,,,,,,,,,,,,,,,,,,,,,
IGL c1789_light_IGLV3-19_IGLJ3 (IGL c1838_light_IGLV3-19_IGLJ3),,,,10254.11102,,12052.04992,,,,,,,,,,,,,,,,,,,18972.4232,,,,,
IGL c178_light_IGLV6-57_IGLJ7,,,,,,7366.027624,,,,,20508.22203,,,,,,,,20508.22203,,,9767.525004,,,,,,,,
IGL c1798_light_IGKV1-5_IGKJ1,,,,,,,32996.90559,,,,,,,,,,,,,,,,,,,,,,,
IGL c1803_light_IGLV1-40_IGLJ2,,,,,,,,,,,,,,,34419.62079,,,,,,,,,,,,,,,
IGL c1825_light_IGLV3-19_IGLJ1,,,,10254.11102,,12052.04992,,,,,,,,,,,,,,,,,,,18972.4232,,,,,
IGL c1833_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,671.9429591,,,,
IGL c1836_light_IGLV1-40_IGLJ1,,,,,,,,,,,,,,,,201339.7399,,,,,,,,,,,,,,
IGL c1840_light_IGLV3-19_IGLJ1,,,,10254.11102,,12052.04992,,,,,,,37650.47429,,,,,,,,,,,,,7141.125082,9838.565404,,,
IGL c1841_light_IGLV8-61_IGLJ3,,,,,5572.511774,3608.898373,,,,1617.455403,,5818.75546,6025.810189,,638.839417,7331.688066,5481.758928,,,,8327.608479,,20508.22203,,5946.460176,11118.60755,5736.951202,8815.801017,5478.486443,6016.284313
IGL c1843_light_IGLV2-8_IGLJ3,,,,,,,,,,,,,10983.86367,,,,,,6393.58777,6671.71,,,,,,,,,6527.147381,
IGL c1857_light_IGLV2-23_IGLJ3 (IGL c2063_light_IGLV2-23_IGLJ3),507.4627944,1059.819952,574.0190238,,734.460991,1388.293057,813.2441966,1435.578334,,899.3912895,732.134987,896.7484398,953.6021534,,544.0664243,,1155.19755,,,1198.15,,3836.676566,,,2491.402909,931.4710768,550.0416499,3549.36078,703.4186914,
IGL c1863_light_IGLV1-51_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,35098.21383,,
IGL c1870_light_IGKV1-39_IGKJ2 (IGL c2111_light_IGKV1-39_IGKJ2),,,,,,,,,,,,,,,,,,,,,,159385.9892,,,52113.74436,,,,,
IGL c1881_light_IGKV1-9_IGKJ2,28465.70118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1885_light_IGLV6-57_IGLJ2,,,,,,7366.027624,,,,,20508.22203,,,,,,,,20508.22203,,,9767.525004,,,,,,,,
IGL c188_light_IGLV1-51_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c1890_light_IGLV1-51_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c1891_light_IGLV6-57_IGLJ3,,,,,,,,,,,,,,,,35847.4752,,,,,,,,,,,,10224.51657,,
IGL c1895_light_IGLV1-51_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c1907_light_IGKV4-1_IGKJ1,,6684.859535,,,,,20508.22203,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IGL c1909_light_IGKV2-30_IGKJ1,,,,,,,23557.02689,,,,,,,,8467.384786,,,53712.90943,,,,,,,,,,,,
IGL c1910_light_IGLV2-14_IGLJ3 (IGL c2163_light_IGLV2-14_IGLJ3),,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c1919_light_IGLV2-14_IGLJ2 (IGL c1924_light_IGLV2-14_IGLJ2),,543.0296326,,,,,,,,,,,,,,,,,6185.949726,2693.92,,,,691.5485384,,,,,848.1468684,
IGL c1932_light_IGKV4-1_IGKJ4 (IGL c2009_light_IGKV4-1_IGKJ4),,,128189.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1937_light_IGKV4-1_IGKJ2,,,,,,,,,2868.904547,,8046.574046,,,,,,,,,,,,,,,,,,,
IGL c1944_light_IGKV1-39_IGKJ4,,,,,,21227.01562,,,,,,,,,,,2885.316685,,,,,,,,,,,,,
IGL c1945_light_IGLV1-40_IGLJ2,,,,,,,,,,,,,57436.23956,,,,,,,,,,,,,,,,,
IGL c1946_light_IGLV1-40_IGLJ1,,,,,,,,,,,,,,,,,,,,,,,,,,29118.42635,,,,
IGL c1950_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c1959_light_IGKV4-1_IGKJ1 (IGL c2001_light_IGKV4-1_IGKJ1),,6684.859535,,,,,20508.22203,,2868.904547,5303.315317,8046.574046,,,,,,,,,,,,,,,,,,,
IGL c1961_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,28872.28587,,,,,,,,,,,,,,59066.60289,
IGL c1963_light_IGKV1-33_IGKJ5,,,,,,91744.69411,57699.59215,,28925.63016,,,,,,,,,,,,,139170.9772,,,,,215415.9041,,,
IGL c1969_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,28872.28587,,,,,,,,,,,,,,,
IGL c1972_light_IGLV2-23_IGLJ2,,,,,,,,,,,567.5643106,,,,,,,,,719.6,,,,,,,,,,
IGL c1973_light_IGLV1-51_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c1979_light_IGLV1-47_IGLJ1,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,35394.27369,,,,,
IGL c197_light_IGLV1-40_IGLJ1,,,,,,,,,,,,,,,,201339.7399,,,,,,,,,,,,,,
IGL c1981_light_IGKV1-5_IGKJ1 (IGL c2140_light_IGKV1-5_IGKJ1),,,,,,,,,,,19542.63118,,,,,,,,,,,,,,,,,,,
IGL c1984_light_IGLV3-19_IGLJ2,,,,,,12052.04992,,,,,,,,,,,,,,,,,,,18972.4232,,,,,
IGL c1996_light_IGLV3-19_IGLJ2 (IGL c2128_light_IGLV3-19_IGLJ2),,,,10254.11102,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1998_light_IGKV4-1_IGKJ2 (IGL c2069_light_IGKV4-1_IGKJ2),,,,,,,,,65385.30445,,,,,,,,,,,,,,,,,,,,,
IGL c2000_light_IGLV3-27_IGLJ2,,,,,,,,2994.764558,,,,,,,,13280.17888,,,,,,33002.58409,,,,,,,,2248.237546
IGL c2007_light_IGKV1D-39_IGKJ1,,,,,,,,,,,,,,50857.66182,,,,,,,,,,,,,,,,
IGL c200_light_IGKV1-27_IGKJ1,,,,,,,,,,,,,,,,57314.9961,,,,,,,,,,,,,,
IGL c2012_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,28872.28587,,,,,,,,,,,,,,59066.60289,
IGL c2022_light_IGKV1-27_IGKJ3 (IGL c2144_light_IGKV1-27_IGKJ3),,,,,,,,,44422.00937,,,,,,,,,,,,,,,,,,,,,
IGL c2023_light_IGKV6-21_IGKJ2,,,,,,,,,,,,,,,,,,2159.155778,,,,,,,,,,,,
IGL c2031_light_IGLV3-19_IGLJ2,11169.28768,,,10254.11102,,12052.04992,,,,,,,,,,,,,,,,,,,18972.4232,,,,,
IGL c2034_light_IGLV2-8_IGLJ2,,,,,,,,,,,,,10983.86367,,,,,,6393.58777,6671.71,,,,,,,,,6527.147381,
IGL c2038_light_IGLV2-14_IGLJ1,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c2039_light_IGLV2-14_IGLJ1,,,3701.46145,,,,,,,,,,,,,,,,,,,56714.79419,,,,,,,,
IGL c2059_light_IGLV10-54_IGLJ3,,,1250.501056,5413.269438,429.7644645,3075.849937,4556.810548,,,,,9618.129884,,,,,,1508.921677,,,,,,,,922.3941711,,,1131.097833,2905.665528
IGL c205_light_IGLV3-19_IGLJ2 (IGL c407_light_IGLV3-19_IGLJ2),,,,10254.11102,,12052.04992,,,,,,,37650.47429,,,,,,,,,,,,,7141.125082,9838.565404,,,
IGL c2060_light_IGKV4-1_IGKJ2,,,,,,,,,2868.904547,,8046.574046,,,,,,,,,,,,,,,,,,,
IGL c2062_light_IGKV4-1_IGKJ5 (IGL c2147_light_IGKV4-1_IGKJ5) (Light chain variable region),,,128189.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2072_light_IGKV4-1_IGKJ1,,,,,,,,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IGL c2081_light_IGKV1-17_IGKJ1,,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,,,,,
IGL c2093_light_IGKV1-39_IGKJ3,,,,,,,,,39843.75676,,,,,,,,,,,,,,,,,,,,,
IGL c2098_light_IGKV1-16_IGKJ1,,,120856.1327,,,,,,,,78525.84347,,12815.09717,,,,,,160227.9205,165096.9203,,142343.5821,37809.7903,82709.52613,,63382.2638,208433.5031,,165865.5884,
IGL c209_light_IGLV1-51_IGLJ3,,,,,,28651.28726,,,,,,,,53162.37402,,39903.96028,,,,,,,,,,,,,,
IGL c2110_light_IGKV1-9_IGKJ2 (IGL c2167_light_IGKV1-9_IGKJ2),28465.70118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2112_light_IGKV2-28_IGKJ1,,,,,,,,,,,,,,116184.0194,,,,,,,,,,,,,,,,
IGL c211_light_IGKV1-27_IGKJ4,,,,,,,,,44422.00937,,,,,,,,,,,,,,,,,,,,,
IGL c2125_light_IGLV9-49_IGLJ2,,,462.9094476,,,,,,,,,,,,,,,,,583.39,,,,,,,,,,
IGL c2138_light_IGLV3-19_IGLJ3,,,,10254.11102,,12052.04992,,,,,,,,,,,,,,,,,,,18972.4232,,,,,
IGL c2143_light_IGLV2-14_IGLJ1,,543.0296326,,,,,,,,,,,,,,,,,6185.949726,2693.92,,,,691.5485384,,,,,848.1468684,
IGL c214_light_IGKV2-28_IGKJ1,,,,,,,,,,,,,,116184.0194,,,,,,,,,,,,,,,,
IGL c214_light_IGLV2-23_IGLJ1 (IGL c87_light_IGLV2-23_IGLJ1) (IGL c890_light_IGLV2-23_IGLJ1),507.4627944,1059.819952,574.0190238,,,1388.293057,813.2441966,,,,732.134987,,953.6021534,,544.0664243,,,,,1198.15,,,,,2491.402909,,550.0416499,3549.36078,703.4186914,
IGL c2159_light_IGLV2-8_IGLJ2,,,,,,,,,,,,,10983.86367,,,,,,6393.58777,6671.71,,,,,,,,,6527.147381,
IGL c216_light_IGKV3-11_IGKJ2,,,,,,,,,,,,,149569.5803,,,,,,,,,,,,,,,,,
IGL c2174_light_IGKV4-1_IGKJ2,,6684.859535,,,,,20508.22203,,2868.904547,5303.315317,,,,,,,,,,,,,,,,,,,,
IGL c2184_light_IGLV1-51_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c2192_light_IGLV1-51_IGLJ2,,,,,,28651.28726,,,,,,,,53162.37402,,39903.96028,,,,,,,,,,,,,,
IGL c2194_light_IGLV3-19_IGLJ3,,,,10254.11102,,12052.04992,,,,,,,,,,,,,,,,,,,18972.4232,,,,,
IGL c2212_light_IGLV1-51_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c2219_light_IGLV3-25_IGLJ2,,,,,,27059.33532,,52700.28583,,57943.29601,,,,,18262.87826,,,,,42130.76,17934.71019,,,21793.91219,,,33829.16229,,19933.77799,23877.1493
IGL c2228_light_IGKV1-17_IGKJ4,,,141261.7255,,,,99040.39097,,,,,,,,,,,,,175084.7003,,,,,,,,,,
IGL c2229_light_IGKV4-1_IGKJ2,,,,,,,,,2868.904547,,8046.574046,,,,,,,,,,,,,,,,,,,
IGL c2232_light_IGLV2-23_IGLJ2,,,,,,,,,,,567.5643106,,,,,,,,,719.6,,,,,,,,,,
IGL c2272_light_IGLV2-23_IGLJ2,507.4627944,1059.819952,574.0190238,,734.460991,1388.293057,813.2441966,1435.578334,,899.3912895,732.134987,896.7484398,953.6021534,,544.0664243,,1155.19755,,,1198.15,,3836.676566,,1919.809197,2491.402909,931.4710768,550.0416499,3549.36078,703.4186914,
IGL c2282_light_IGKV3-15_IGKJ2,109276.6415,,108212.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2283_light_IGLV3-19_IGLJ2,11169.28768,,,10254.11102,,12052.04992,,,,,,,,,,,,,,,,,,,18972.4232,,,,,
IGL c2289_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c229_light_IGLV1-47_IGLJ1,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,35394.27369,,,,,
IGL c22_light_IGLV1-51_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c2302_light_IGLV1-47_IGLJ3,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,35394.27369,,,,,
IGL c2306_light_IGKV4-1_IGKJ1 (IGL c3344_light_IGKV4-1_IGKJ1),,,,,,,,,,,,,,,74128.49372,,,,,,,,,,,,284241.9451,,,
IGL c2312_light_IGLV2-14_IGLJ2 (IGL c3114_light_IGLV2-14_IGLJ2) (IGL c851_light_IGLV2-14_IGLJ2),,543.0296326,,,,,,,,,,,,,,,,,6185.949726,2693.92,,,,691.5485384,,,,,848.1468684,
IGL c2316_light_IGLV1-44_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,25.18889198,,,826.5511585
IGL c231_light_IGKV2-28_IGKJ1,,,,,,,,,,,,,,116184.0194,,,,,,,,,,,,,,,,
IGL c2321_light_IGLV8-61_IGLJ3 (IGL c2807_light_IGLV8-61_IGLJ3),,,,,5572.511774,3608.898373,,,,1617.455403,,5818.75546,6025.810189,,638.839417,7331.688066,5481.758928,,,,8327.608479,,20508.22203,,5946.460176,11118.60755,5736.951202,8815.801017,5478.486443,6016.284313
IGL c2324_light_IGLV2-14_IGLJ3,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c2361_light_IGLV2-14_IGLJ1,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c2367_light_IGKV1-27_IGKJ3 (IGL c3127_light_IGKV1-27_IGKJ3),,,,,,,,,44422.00937,,,,,,,,,,,,,,,,,,,,,
IGL c2373_light_IGLV2-14_IGLJ3,,543.0296326,,,,,,,,,,,,,,,,,6185.949726,2693.92,,,,,,,,,,
IGL c2374_light_IGLV2-11_IGLJ3,,,,,,,,,,,,,,,,,,,6849.930075,,,,,,,,,,9090.948686,
IGL c2383_light_IGLV3-19_IGLJ1,,,,,,12052.04992,,,,,,9639.285701,,,,,,,,19753.4,,,,,18972.4232,,,,20875.17012,
IGL c2384_light_IGKV1-33_IGKJ4,,,,,,,57699.59215,,,34363.34956,,64938.78944,,,,,,,,,64213.53034,,,,,,,,,
IGL c238_light_IGKV3-15_IGKJ1 (IGL c578_light_IGKV3-15_IGKJ1) (IGL c681_light_IGKV3-15_IGKJ1),,,,47688.52362,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2394_light_IGKV3-20_IGKJ4 (IGL c2623_light_IGKV3-20_IGKJ4),,,,,,,,,102542.1219,,,,,,,,,,,,,,,,,,,,,
IGL c239_light_IGLV2-14_IGLJ3,,,,,,,,,,,,,,,,,,,,,,785.342625,,,,,,,,
IGL c2400_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c2408_light_IGLV2-23_IGLJ2,,,,,,,,,,,,,,,,,,,,,,233.4111337,,,,,,,,
IGL c2415_light_IGLV2-14_IGLJ1,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c241_light_IGKV1-16_IGKJ5,,,,,,,,,,,,,,,,,,1339.375902,,,,,,,,,,,,
IGL c2437_light_IGLV2-14_IGLJ1,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c2439_light_IGKV4-1_IGKJ2 (IGL c2684_light_IGKV4-1_IGKJ2),,,,,,,,,65385.30445,,,,,,,,,,,,,,,,,,,,,
IGL c2441_light_IGLV2-8_IGLJ3,,,,,,,,,,,,,10983.86367,,,,,,6393.58777,6671.71,,,,,,,,,6527.147381,
IGL c2454_light_IGLV3-19_IGLJ1 (IGL c2949_light_IGLV3-19_IGLJ1),,,,,,12052.04992,,,,,,9639.285701,,,,,,,,19753.4,,,,,18972.4232,,,,20875.17012,
IGL c2460_light_IGLV7-46_IGLJ3,10232.4424,,7586.927521,,14308.28005,,,20726.34539,,4317.711294,,,8515.672189,,3847.712018,,,,,,8608.811208,,,,,,5242.690568,9530.931807,4441.271598,
IGL c2461_light_IGLV2-8_IGLJ1,,,,,,,,,,,,,10983.86367,,,,,,6393.58777,6671.71,,,,,,,,,6527.147381,
IGL c246_light_IGLV3-25_IGLJ3,,,,,,27059.33532,,,,,,,,,18262.87826,,,,,,,,,21793.91219,,,33829.16229,,,23877.1493
IGL c2472_light_IGLV1-36_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,25.18889198,,,826.5511585
IGL c2477_light_IGKV3-11_IGKJ2,,,,,,,,,,,,,149569.5803,,,,,,,,,,,,,,,,,
IGL c2492_light_IGKV3-15_IGKJ2,109276.6415,,108212.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2496_light_IGLV6-57_IGLJ2,,,38711.69784,,,7366.027624,,,,,20508.22203,8275.932807,8535.474848,,,,,,20508.22203,,,,,,,,,,,
IGL c2498_light_IGKV4-1_IGKJ4,,,128189.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2514_light_IGLV6-57_IGLJ3,,,,,,7366.027624,,,,,20508.22203,8275.932807,8535.474848,,,,,,20508.22203,,,,,,,,,,,
IGL c2519_light_IGLV7-46_IGLJ3,,,7586.927521,,,,8839.990301,20726.34539,,4317.711294,,,,,3847.712018,,25920.05701,,,,,,,5754.164491,,,5242.690568,9530.931807,,
IGL c252_light_IGKV4-1_IGKJ2,,,,,,,,,2868.904547,,,,,,,,,,,,24319.52993,,,,,,,,,
IGL c252_light_IGLV2-8_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6397.293658,
IGL c253_light_IGLV9-49_IGLJ2,,,462.9094476,,,,,,,,,,,,,,,,,583.39,,,,,,,,,,
IGL c2541_light_IGLV6-57_IGLJ3,,,,,,,,,,,,8275.932807,,,4614.464338,,,,,,,,,,,5083.683015,,,,4352.614922
IGL c2552_light_IGLV4-69_IGLJ2,,,,,,338.0628539,,,,,,,824.5873362,,,,,,,1575.03,,,85.46379455,404.3226851,,,942.6834576,36.80427139,352.4897492,433.9698498
IGL c2570_light_IGKV2D-29_IGKJ4,,,,,,,,,,,,,,,,,,,,,,140726.7846,,,,,,,,
IGL c2573_light_IGKV1D-17_IGKJ1,,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,16330.88589,,,,
IGL c2583_light_IGLV7-43_IGLJ2,,,7586.927521,,14308.28005,,,20726.34539,,4317.711294,,,8515.672189,,3847.712018,,,,,,,,,,,,5242.690568,9530.931807,,
IGL c2587_light_IGLV7-46_IGLJ3,,,7586.927521,,,,,20726.34539,,4317.711294,,,8515.672189,,3847.712018,,,,,,,,,,,,5242.690568,9530.931807,,
IGL c2588_light_IGLV2-14_IGLJ1,,543.0296326,,,,,,,,,,,,,,,,,6185.949726,2693.92,,,,,,,,,,
IGL c2589_light_IGKV4-1_IGKJ2,,,,,,,,,2868.904547,,8046.574046,,,,,,,,,,,,,,,,,,,
IGL c2592_light_IGKV1-12_IGKJ5,,,,,,21227.01562,,,,,,,,,,,2885.316685,,,,,,,,,,,,,
IGL c2601_light_IGKV3-11_IGKJ4,,,,,,,,,,,,,,,,70791.06214,,,,,,,,,,,,,,
IGL c2608_light_IGLV2-14_IGLJ2,,543.0296326,,,,,,,,,,,,,,,,,6185.949726,2693.92,,,,691.5485384,,,,,848.1468684,
IGL c2611_light_IGLV2-14_IGLJ3,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c2618_light_IGLV2-14_IGLJ1,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c2635_light_IGKV3-20_IGKJ4,,,,,,,,,102542.1219,,,,,,,,,,,,,,,,,,,,,
IGL c2648_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IGL c2649_light_IGLV3-19_IGLJ2,,,,10254.11102,,12052.04992,,,,,,,37650.47429,,,,,,,,,,,,,7141.125082,9838.565404,,,
