Protein.names,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
10E8 light chain variable region,22338.57536,,5175.324325,20508.22203,,24104.09984,47112.19868,,,,,,,,,,,,,,,,,,37944.84641,,,,,
10E8 light chain variable region (IGL c3101_light_IGLV3-19_IGLJ2),11169.28768,,,10254.11102,,12052.04992,23556.09934,,,,,,,,,,,,,,,,,,18972.4232,,,,,
78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),,,1134.526313,,,,1401.725351,,,,,,,,,,,,,,,,,,,,,,1613.080425,
B cell receptor heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,103254.1598,,,,,,,
Cryocrystalglobulin CC1 heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,,,98855.68408,,,,,
Cryocrystalglobulin CC2 lambda light chain variable region,,,,,,,,,,,,,,,,,,,,,,,34642.65586,,,,,,,
IGL c1225_light_IGKV3-20_IGKJ2 (IGL c254_light_IGKV3-20_IGKJ2) (IGL c725_light_IGKV3-20_IGKJ2),,,,,,,,,,,,,,,,,,,,,36124.37392,,,,,,,,,
IGL c1228_light_IGLV8-61_IGLJ3,,,,,,,,,,,,5595.047271,,,,,,,,,,3489.719111,,,5280.649023,8984.526953,,,,
IGL c1232_light_IGKV3-20_IGKJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,69816.14012,,
IGL c1234_light_IGKV3-20_IGKJ2,,,153122.2774,96857.72813,111388.3667,,,135192.1618,,,,228924.1077,,,,,233099.5071,,,,,,,80941.7388,,199182.2948,,,,138339.2824
IGL c1251_light_IGKV3-20_IGKJ2 (IGL c692_light_IGKV3-20_IGKJ2),,,,122227.8936,,139986.7277,,,,,,,,,,230184.5447,,,,,,,,,,,,,,
IGL c1267_light_IGKV4-1_IGKJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0041419,,,
IGL c1274_light_IGLV3-27_IGLJ2,,,45948.09773,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.237546
IGL c1275_light_IGKV4-1_IGKJ2,,,38490.45643,,,,,,2868.904547,5303.315317,,,,,,,,,,,,,,,,,,,,
IGL c1276_light_IGLV2-11_IGLJ3 (IGL c91_light_IGLV2-11_IGLJ3),,,,,,,,,,,,,16780.51921,,,,,,,,,10607.90767,,,,,8300.135384,9005.904153,,10124.31695
IGL c1279_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,179102.3869,,
IGL c127_light_IGKV1-27_IGKJ1,,,,,,,,,,,,,,,,,,,,,,5337.089,,,,,,,,
IGL c127_light_IGLV2-11_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,,,18257.75432,,,,,
IGL c1289_light_IGKV3-20_IGKJ1,,,,,,,,19946.23244,,,,,,,,50109.99931,,,,,,,,,,,,,,
IGL c128_light_IGKV4-1_IGKJ3,,,,,,,20508.22203,,,,8046.574046,,,,,,,,,,,,,,,,,,,
IGL c1297_light_IGLV1-51_IGLJ3,,,,,,,,,,,,,,,,29764.59436,84486.6276,,,,,,,,,,,,33384.20761,
IGL c129_light_IGKV3-20_IGKJ5,,,,,,,200592.0399,,,,,,,,,,,,,,,,,,,,,,,
IGL c1307_light_IGLV2-11_IGLJ1,,,,,,,,,,,,,,,,,,,,,,4410.011655,,,,,,,,
IGL c130_light_IGKV1D-33_IGKJ2,,,,,,,,,,,,63716.67661,,,,,,,,,,,,,,,,,,72871.14467
IGL c1311_light_IGLV3-9_IGLJ2,,,,,,,,,,,,,,,,,,,,,,2507.368567,,,,,,,,
IGL c1318_light_IGLV9-49_IGLJ3,,,462.9094476,,,,,,,1620.203107,,,,,,,,,,583.39,,,,,,,,,,
IGL c1326_light_IGKV1-39_IGKJ1,,,191395.8694,,,,,,,,,,,,,,,,192749.5482,,,,,,,165491.1177,,,,
IGL c1328_light_IGLV2-23_IGLJ1,336.7127347,2029.811815,,,,,,,,,,,,4070.814948,1473.740463,,1570.649698,,,,,,2145.302996,,,,,2137.753477,,
IGL c1333_light_IGKV3-20_IGKJ2 (IGL c8_light_IGKV3-20_IGKJ2),,,,,,,,,,,,30377.97287,,,,,,,,54527.46,,,,10158.79731,,22666.97893,,,,19559.71464
IGL c1337_light_IGKV1D-39_IGKJ2,,,,,,,,,,,,72207.92608,,,,,,,,,,,,,,,,,,
IGL c1338_light_IGLV3-21_IGLJ1,,,,,,,21700.24743,,,6418.775021,,17015.73376,55488.57444,,,,,,,38428.00403,,41228.30393,,,,,22047.97499,,,
IGL c1341_light_IGKV4-1_IGKJ1,,,,,,,,,,,,,,,74128.49372,,,,,,,,,,,,261866.5693,,,
IGL c1342_light_IGKV3-15_IGKJ5,,,,,,,,,,,,38735.56172,,,,,28834.86666,,47353.93119,,,,,,15818.79498,29784.52566,,,,
IGL c1343_light_IGKV3-15_IGKJ2,,,108212.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1347_light_IGKV1D-17_IGKJ4,,,,,,,,,,,,,,,,,,53.07399117,,,,,,,,,,,,
IGL c1365_light_IGKV1-17_IGKJ4,,,,,,,,,,,,,,,,,112434.8039,,,,,,,,,,,,,
IGL c1379_light_IGKV1-39_IGKJ4,49677.98591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1388_light_IGKV3-20_IGKJ2,,,562.3096389,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1389_light_IGLV3-21_IGLJ3,,,,,,,,,,,,,,,,,,,,,,3282.176433,,,,,,,,
IGL c1397_light_IGLV1-51_IGLJ2,,,,,,,,,,,,,,,8099.169241,,,29091.8538,,,,,,,,,,,,
IGL c139_light_IGLV1-47_IGLJ3,,,164234.1252,,,,,,,44283.51677,,,,,,,,,,75338.65,,,,,,,,,,
IGL c1400_light_IGKV3-20_IGKJ2,,,,,,,,,,,,,,66025.89722,,,,,,,,,,,,,,,,
IGL c1418_light_IGLV1-47_IGLJ3,,,155742.7007,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c141_light_IGLV3-25_IGLJ1,,,,,,,,,,,,,,,,,2488.261318,,,,,,,,,,,,,
IGL c1427_light_IGKV4-1_IGKJ1,,,,7314.349094,,,,,,,,,,,,,97004.05853,,,,,,,,,24135.18416,,,,
IGL c1450_light_IGLV2-14_IGLJ2,,,,,,1908.320931,,,,,,,,,2212.571515,,,,,,,,,,,,,,,
IGL c1453_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,,,,149229.3668,,,,,,,,185344.0026,185845.8413,,,
IGL c1455_light_IGLV3-21_IGLJ3,,,,,,,,4937.157178,,,,,,,,,,,,,,,,,,,,,,
IGL c1459_light_IGKV1-33_IGKJ3,,,,,,,,,,,,,,,,,5554.506014,,,,,,,,,,,,,
IGL c1463_light_IGLV7-46_IGLJ1,10232.4424,,7586.927521,,,,,,,,,8079.491884,8515.672189,,3847.712018,,,,,,8608.811208,10995.36409,,,,,5242.690568,9530.931807,4441.271598,
IGL c1470_light_IGKV6D-21_IGKJ1,,,664.5017057,,,,,,,,4342.734563,,,,,2149.174223,,,,,,,,,10726.19837,,7402.746062,5819.549599,,
IGL c1480_light_IGKV1D-39_IGKJ1,,,,,,,,,,,,,,,,,111790.8163,,,,,,,,,,,,,
IGL c148_light_IGLV2-18_IGLJ3,,,,106344.8464,958194.5571,514631.6739,,1139820.295,,,,,,,,,,,,,,,,,353493.4663,404673.9205,,,,
IGL c1494_light_IGKV3-15_IGKJ5,,,,,41657.90316,,,,17782.7129,5074.767301,,,,,9290.306444,,23343.50086,,,,,,,,,12095.49114,,,,
IGL c14_light_IGKV2-28_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,1544.476157,,,,,
IGL c1501_light_IGKV3-11_IGKJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10330.85933,,
IGL c1502_light_IGLV1-40_IGLJ2,,,,,,,,,,,,,,,,5727.106846,,,,,,,,,,,,,,
IGL c1506_light_IGKV1-5_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.0431471,,
IGL c1507_light_IGLV3-21_IGLJ3,,,,,,,39021.98592,,,,,,,,,,,,,,,,,,,,,,,
IGL c1516_light_IGLV1-47_IGLJ3,,,,,,,,,,,30361.8796,,,,,,,,,57160.52,,,,,,,,,,
IGL c1518_light_IGKV3-20_IGKJ3,,,,,,,,,,,,,,,,,,,,,,,,,,157609.8781,,,,
IGL c151_light_IGKV2D-28_IGKJ3,72187.26642,22408.39438,,,71432.12347,70322.7604,70035.95598,76906.19472,16633.89306,36722.67989,47218.28,21964.25656,2919.94996,,,,,64593.02471,51533.96627,64923.64,34022.2561,,85722.99317,22361.03415,40709.03391,16908.84053,,32770.04983,36008.49244,101796.0264
IGL c1524_light_IGKV4-1_IGKJ1,,,12943.23153,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1528_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,,,,47414.67015,,,,,,,,,,,,
IGL c152_light_IGKV1D-13_IGKJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.528648,,,
IGL c1531_light_IGKV4-1_IGKJ4,,,,,,,,,,,,,,,,,,,,799203.69,,,,,,,,,,
IGL c1532_light_IGLV1-51_IGLJ2 (IGL c1574_light_IGLV1-51_IGLJ2),,3296.663524,,,,,,,,,,,,,,,,,,,,,,,,12874.0755,,,,
IGL c1536_light_IGLV1-51_IGLJ2,,3296.663524,20465.71955,,,,,,,4231.873892,11888.70912,,,,,,,8783.478812,2511.05218,,,,,,,,,8355.284234,17621.25758,
IGL c1539_light_IGKV3-15_IGKJ1,,,,,,,3695.023777,4425.497478,,,,,,,,,,,,,,,,,,,,,,
IGL c1542_light_IGKV1-5_IGKJ2,,,,,,,,,,,,,,,,,,,,,,55594.68032,,,,,,,,
IGL c1546_light_IGLV3-21_IGLJ3,,,,,,,,,13272.18785,,,,,,,,,,,,,10541.14865,,,,,,,,
IGL c1551_light_IGKV1-17_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179626.0287,
IGL c1554_light_IGKV1-27_IGKJ3,,,,,,,,,,,,,,,,,,,,,5171.078873,,,,,,,,,
IGL c1557_light_IGLV1-40_IGLJ3,,,,,,,,,,,,,,,,153576.8482,,,,,,,109772.2604,,,,,,40915.32658,
IGL c1566_light_IGKV3-20_IGKJ4 (IGL c1725_light_IGKV3-20_IGKJ4),,,172057.7711,,72637.26078,,104372.9476,,,,,,,73309.31152,,,,,,213212.8057,,,,,,,206614.9365,,140226.1,
IGL c1570_light_IGKV3-15_IGKJ1,,,33997.16255,,35704.36523,,,,,13721.1028,37864.48267,42694.17739,,,,,,39438.35363,49470.75928,,,26168.97633,,20508.22203,,,,,,
IGL c1580_light_IGKV3-20_IGKJ4,,,,,,,,,,,,,,,,,,,,,,109220.2004,,,,,,,,
IGL c158_light_IGLV1-40_IGLJ2,,,,,,35023.08203,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1596_light_IGLV3-1_IGLJ2,,,,,,,24402.87994,,,,,,,,,,,,,,,,,,,,,,,
IGL c1605_light_IGKV3-15_IGKJ2,,,,,,,,,,,,,,,,,,,,,,39883.15696,,,,,,,,22733.57341
IGL c1607_light_IGKV4-1_IGKJ2,,,,,,,,,,,,,,,,,201236.9276,,,,,,,,,,,,,
IGL c1609_light_IGLV1-40_IGLJ2,,,,38256.49437,110515.7764,,,,,,,,,,,,,,,48384.61003,,,,,,,,,47780.97341,
IGL c1611_light_IGKV3-11_IGKJ5,14606.82364,,8718.449917,,,,,18035.32644,,4456.368259,10300.91775,10055.13905,,,,,20374.71599,10123.80595,26673.87896,,6517.843386,12021.01668,17167.4921,3768.065057,7035.532945,10008.92259,29385.29636,16517.81128,,
IGL c1621_light_IGKV3-15_IGKJ2 (IGL c1808_light_IGKV3-15_IGKJ2),,,,,,,,,,,,,,,,,,,,,,,,20043.17787,,,,,,
IGL c1630_light_IGLV1-51_IGLJ3,,,,,50066.16932,28651.28726,,,32037.11298,,,18496.06646,16031.67377,53162.37402,10131.72629,39903.96028,96053.51257,,,27545.92,,,,,,,,,,
IGL c1633_light_IGLV2-14_IGLJ2,,,675.9283691,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1643_light_IGKV4-1_IGKJ4,,,,,,,,,,54309.74464,,,,,,,,,,,,,,,,,197924.8648,,,
IGL c1659_light_IGLV3-21_IGLJ3,,,20145.38424,,,,9650.385939,,,,,7165.970796,6903.733573,,7022.18856,,,,,,,12295.28683,,,,4807.085836,10087.31466,,,4318.444382
IGL c1669_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,,,,,,389569.3462,,,,,,,,,,
IGL c1672_light_IGKV3-20_IGKJ2,136960.9026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1674_light_IGKV3-11_IGKJ2,,,,,,,,,,,,,,,,,,,,17559.64,,,,,,,,,,
IGL c1685_light_IGKV3-20_IGKJ4 (IGL c3317_light_IGKV3-20_IGKJ4),,,,,,,,25517.24287,,,,,,,,32924.81527,,,,,,,,,111795.1752,,,,,
IGL c168_light_IGKV1-12_IGKJ5,,,,,,,,,,,,,,,,10113.24061,,,,,,,,,,,,,,
IGL c1694_light_IGKV1-39_IGKJ1,,21142.95249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1696_light_IGKV2-28_IGKJ1,,,,,,,,,,,,,,,,,,,,,,3317.95407,,,,,686.0207122,,,956.1552759
IGL c1711_light_IGKV1-39_IGKJ2,,,,,,,,,39843.75676,,,,24240.09068,,,,,,,,,,,,,,,,,
IGL c1715_light_IGKV1-27_IGKJ1,,,,,,,,,,,,,4420.775742,,,,,,13864.11522,,,,,,,,15691.33138,,,
IGL c1719_light_IGKV1-27_IGKJ2,924.5124063,,,,,,878.9171481,,,,,,,,,,,,,2675.21,,,,,,,,,,
IGL c172_light_IGKV4-1_IGKJ2,,,,,,,,,,,,,,,,73598.88066,,,,,,143569.2353,,,,,,,,
IGL c1732_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,35851.90828,,,,,,,,,,,,,,,
IGL c1742_light_IGKV3-20_IGKJ4,,,,,,,,,,,,,,,,193399.3478,,162199.3489,,,,,,,,,,,,
IGL c1748_light_IGKV3-20_IGKJ3,,,,,117716.7802,159988.5641,,,,,207324.689,,,,,,248021.5302,171210.6512,,,,,307050.849,,,,,,,
IGL c1752_light_IGKV1D-13_IGKJ4,,,,,,4340.600999,,,,,2707.87979,9859.143624,3171.00886,,,,,,,11275.3,,,,,3334.815307,6559.889894,,16790.60501,3269.783573,
IGL c1753_light_IGKV3-20_IGKJ3,,,,,24676.0994,,,,,,,,,,,25207.16034,,,,176812.67,,,,,,,,,,
IGL c175_light_IGKV3-11_IGKJ4,,,,,,,,,,,,,,,5486.529061,3634.669376,,5490.800344,43480.65192,,,,,,,,,,,
IGL c1760_light_IGKV3-11_IGKJ2,,,,,,,,,,,,,,,,,,,,,,69411.0006,,,,,,,,
IGL c1765_light_IGKV2-28_IGKJ1,,,,,,,,,,,,,,97201.28934,,,,,,,,,,,,,,,,
IGL c1768_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,84661.76562,,,,,,,,,,,,,,,,
IGL c176_light_IGLV6-57_IGLJ3,,,,,,7366.027624,,,,,20508.22203,8275.932807,,,,,,,20508.22203,,,,,,,,,,,
IGL c1790_light_IGKV3-20_IGKJ3,,,,,,,,,,,,,,,,,17026.38608,,,,,,,,,,,,,
IGL c1794_light_IGKV3-15_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,2750.25202,,,,,,
IGL c1795_light_IGKV3-20_IGKJ4 (IGL c2464_light_IGKV3-20_IGKJ4) (IGL c2813_light_IGKV3-20_IGKJ4),,,,,,,,,,,,,,,,,,,,,52072.85456,,,,,,140693.3716,134461.1718,,
IGL c1799_light_IGKV3-15_IGKJ2 (IGL c1834_light_IGKV3-15_IGKJ2) (IGL c1936_light_IGKV3-15_IGKJ2) (IGL c2053_light_IGKV3-15_IGKJ2) (IGL c2109_light_IGKV3-15_IGKJ2) (IGL c2177_light_IGKV3-15_IGKJ2),,14658.77073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c17_light_IGKV2D-28_IGKJ4,,,,,,,,,,,92021.2131,,,,,,,,,,,,,,,,,,,
IGL c180_light_IGLV2-18_IGLJ1,,,25506.56265,,19126.89425,7362.444878,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1810_light_IGKV4-1_IGKJ2,,,,,,,,,2868.904547,,8046.574046,,,,,,,,15898.94794,33561.26,,,,15591.43505,,,,,,
IGL c1819_light_IGKV1D-13_IGKJ4,,,,,,,,,,,,,,,1141.013727,,,11559.87241,,10518.88,,,,,,,,,,
IGL c1826_light_IGLV3-25_IGLJ2,,,,26080.47154,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1835_light_IGKV1-5_IGKJ1,,,,,,,,,,,,,,,,,,,,99828.54,,,,,,,,,,
IGL c1837_light_IGKV4-1_IGKJ1,,,,,,,388673.5077,56929.22022,65385.30445,,,,,99142.18315,,,,,,,,,,,,,,,,
IGL c1842_light_IGKV1D-43_IGKJ1,,,20816.6477,,,,,,,,,,,,,10424.14666,,,,27119.22,,,,5249.718713,,,,,,
IGL c1844_light_IGKV3-20_IGKJ4,,,,,,,,,,,,,,91139.74791,96757.63933,,,,,,,,,,,203287.9815,,,,
IGL c184_light_IGLV3-21_IGLJ2,,,,,,,23818.35295,,,,81693.43087,,,,,,,,,,,,,,,,,,,
IGL c1854_light_IGKV4-1_IGKJ2 (IGL c2021_light_IGKV4-1_IGKJ2),,,,,,,85160.06342,,,,,,,,,,,,,,,,,,,,,,,
IGL c1861_light_IGKV2-28_IGKJ1,,,52821.24754,,74308.13318,,,,,,,,,,,,,61834.86363,41445.82898,,,,,18428.98195,41050.47385,15293.90016,24772.47103,,35188.22073,
IGL c1862_light_IGKV1-5_IGKJ2 (IGL c1995_light_IGKV1-5_IGKJ2),,,,,,,,,,,,,,,,,,,,7874.75729,,,,,,,,,,
IGL c1868_light_IGKV2-30_IGKJ4,,,,,,,,,17186.31457,,,,,,,,,,,,33499.16254,,,,108568.6236,,,95373.27081,,
IGL c1872_light_IGKV3-20_IGKJ2,,,,,,,,,,,,,,,,,,,,,,129094.9063,,,,,,,,
IGL c1876_light_IGLV1-51_IGLJ2 (IGL c1953_light_IGLV1-51_IGLJ2) (IGL c2114_light_IGLV1-51_IGLJ2) (IGL c2119_light_IGLV1-51_IGLJ2) (IGL c2411_light_IGLV1-51_IGLJ2),,,,,,,,37344.7268,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IGL c187_light_IGKV1-39_IGKJ5,,,4574.693521,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c187_light_IGKV3-20_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,,122372.7423,,,,
IGL c1889_light_IGKV3-15_IGKJ1,,,,,,,,,1740.825923,,,,,,,,,,,,,,,,,,,,,9004.966857
IGL c18_light_IGLV3-25_IGLJ2,2889.760746,,,,7805.231031,4474.696062,7094.473748,,,2966.896423,9203.666624,,5836.164193,4313.471088,,,2375.712001,,3512.729338,8353.0,,,19103.74348,,4682.187983,3491.311941,,9702.229525,,
IGL c1908_light_IGLV3-25_IGLJ1 (IGL c1985_light_IGLV3-25_IGLJ1),,,,,,,,,,47941.69832,,,,,,,,,,,,,,,,,,,,
IGL c1913_light_IGKV1-5_IGKJ2,,,,,,,,22989.98772,,,,,,,,,,,,,,,,,,,,,,
IGL c1920_light_IGKV3-11_IGKJ4,,,,,,34904.82822,62579.71876,,,,,,,,,,,30765.92463,,,,,,19770.47092,,49301.933,,,,52928.311
IGL c1927_light_IGKV3-11_IGKJ4,,,49195.86973,,,,,,,,,,,,,,,30234.444,,,,,,,,,,,,49038.60792
IGL c192_light_IGLV2-14_IGLJ1,,543.0296326,,,,,,,,,4549.591928,,,,,,,,6185.949726,2693.92,,,,,,,,,,
IGL c1935_light_IGKV3-20_IGKJ5,,,,145549.2247,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c193_light_IGKV2-30_IGKJ5 (IGL c22_light_IGKV2-30_IGKJ5) (IGL c509_light_IGKV2-30_IGKJ5) (IGL c523_light_IGKV2-30_IGKJ5) (IGL c59_light_IGKV2-30_IGKJ5),,,,,,,,,,,,,,,,27262.0159,,,,,,,,,,,,,,
IGL c1952_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,98311.53858,,,
IGL c1955_light_IGKV4-1_IGKJ1,,,,,,,,,,,,,,,,,,116692.7295,,,,,,,,,,,,
IGL c1956_light_IGKV3-11_IGKJ4,,,,24271.7049,,,,,,,,,,,,,,,,,,,146853.4312,,,,,,,35275.89561
IGL c195_light_IGLV1-40_IGLJ2,,,,,,,,,,,,,,,,,,29854.57967,,,,,,,,,,,,
IGL c1966_light_IGLV3-19_IGLJ2,11169.28768,,,10254.11102,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1970_light_IGKV3-20_IGKJ2,39982.14096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1983_light_IGLV2-11_IGLJ1,,,8996.907102,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c1997_light_IGKV3-20_IGKJ2,,,,130901.458,,,,,,,,,258151.3703,110486.2454,,,,,,,,,,,,,,,,
IGL c2011_light_IGKV1D-33_IGKJ4 (IGL c2165_light_IGKV1D-33_IGKJ4),,,,,,,,,,,,,,,,292.0651874,,,,5629.84,,,,,,,,,,
IGL c2016_light_IGLV1-40_IGLJ2 (IGL c2049_light_IGLV1-40_IGLJ2),,,,,,,,,,,,,,,,,,,,8203.9641,,,,,,,,,,
IGL c201_light_IGKV1-5_IGKJ1,,,,,,,,,,,,,,,,,,,41245.64587,,,,,,,,,,,
IGL c201_light_IGKV3-20_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,,59837.8523,,,,
IGL c2027_light_IGLV1-40_IGLJ3,,,116982.2922,,,43832.27309,,,,,,,,,,,,,,49449.9274,,,,,21133.72159,,,47426.94647,48780.78302,
IGL c2032_light_IGKV3D-20_IGKJ4,,,,,,,,,,,,,,,,,,,,,,100458.5261,,,,,,,,
IGL c2033_light_IGKV3-11_IGKJ4,,,,,,,,,,,,,,,50514.39151,,,,,,,,,,,,,,,
IGL c2061_light_IGLV3-10_IGLJ3,,,,,,,,,,,,,81442.37586,,,,,,24912.20776,,,,,,,,,,,
IGL c2071_light_IGKV4-1_IGKJ1,,,,,,1199.299735,,,,,,,,,,,,,,,,,,,335.076885,,,,,
IGL c2074_light_IGKV6-21_IGKJ1,,,,,7206.46331,,2056.750933,,,277.8508783,,,,8050.858876,,2149.174223,,,,1613.04,,,,,,,,,,2178.83676
IGL c207_light_IGKV3-20_IGKJ5,,,,,,,188675.0852,122564.2569,,,,,,,,,,,,,,,,,,,,,,
IGL c20_light_IGKV3-11_IGKJ3,,,,,,,,,,,,,,,,,148730.6576,,,,,,250271.0019,,,,,115500.19,,
IGL c2120_light_IGKV4-1_IGKJ1,,,,,,,,,2868.904547,5303.315317,,,,,,,,,,,,,,,,,,24568.51946,,
IGL c2142_light_IGKV3-20_IGKJ1,,,,,25872.37363,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2183_light_IGKV3-11_IGKJ4,,,,,,,,,,,,,,,,,,,20435.6596,,,13063.43042,,,,,18010.1157,,,
IGL c2187_light_IGKV4-1_IGKJ2,,,,,,,,,,,,136116.9742,,,,,,,82549.05146,,,,,,,,,,,
IGL c2190_light_IGKV3D-20_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,2087.589787,,,,,,
IGL c2202_light_IGKV3-15_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,13426.73282,10599.11075,,
IGL c2203_light_IGLV1-47_IGLJ1,,,93694.3282,,,,,14215.76485,11381.64553,,19956.59961,,,,,39861.61691,,30945.18571,,26076.2,,,,,,,,,26525.75395,13261.09849
IGL c2207_light_IGLV3-19_IGLJ1,11169.28768,,,10254.11102,,12052.04992,,,,,,,37650.47429,,,,,,,,,,,,,,9838.565404,,,
IGL c220_light_IGKV1-5_IGKJ4,,,,1840.077122,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2210_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,110447.1073,,,,,,,,,,,,,,,,
IGL c2211_light_IGLV2-11_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9005.904153,,
IGL c2225_light_IGLV1-47_IGLJ2,,,,,,,,,,,,,,,,,,,,,,52025.49433,,,,,,,,
IGL c2226_light_IGLV1-36_IGLJ2,,,1642.093988,1588.2653,,,2689.248183,,,,1222.989302,,,,,315.8375001,,,,,,,,32.58451697,,,,,,
IGL c2242_light_IGLV1-51_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,2192.984195,,,,,,
IGL c2244_light_IGKV1-39_IGKJ4 (IGL c2314_light_IGKV1-39_IGKJ4),,,,,,,,,,,,,,,,,,,,,,,,,,,,182257.2573,,
IGL c2247_light_IGLV1-36_IGLJ3,,8912.802362,1642.093988,,,,,,,,1222.989302,18.51967935,,958.662305,,315.8375001,570.8570105,,23.30309569,657.84523,,,,32.58451697,18.49191455,,377.5884845,,,148.1085142
IGL c2249_light_IGKV1D-39_IGKJ1 (IGL c2917_light_IGKV1D-39_IGKJ1),,,,,,99000.31183,97974.11925,,39843.75676,,86976.24827,,,,21849.00893,,,246312.0064,,,,151667.0352,,89036.19374,,,,,,81410.05056
IGL c2250_light_IGLV3-10_IGLJ3,,,,,67312.64012,,,,,,,,80973.74049,,,,,39578.13964,,,,,,,,,,,,
IGL c2251_light_IGKV3-20_IGKJ4,,,,,,,,,,,,,,,,,,,,,,,,,,193681.4311,,,267064.4163,
IGL c225_light_IGKV3-15_IGKJ4,884.6175325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2273_light_IGKV1-33_IGKJ2,18624.56847,10313.33359,140342.4799,,,,,,,,,,,,,,,,,,,,,,,,,190487.8389,,
IGL c2278_light_IGLV6-57_IGLJ3,,,,,,,,,,,,8275.932807,,,4614.464338,,,17844.20332,,,,,,,,5083.683015,,,,4352.614922
IGL c2281_light_IGLV2-14_IGLJ2,,,,,,,,,,,3037.730752,,,,,,,,,,,,,,,,,,,
IGL c2290_light_IGKV1D-13_IGKJ1,,,,,,,,,,,,,,,,,,,,,,,,86140.342,,,,,,
IGL c2291_light_IGKV1D-39_IGKJ1,,,,,,,,,,,,,,,,,,,,175238.0603,,,,,,,,,,
IGL c2293_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,29013.49559,,,128671.4574,162959.6112,189016.96,,,,,,,,,,
IGL c2300_light_IGKV1D-13_IGKJ4,,,,,,,,,,,,,,,,,,,,,8080.688338,,,,,,,,,
IGL c2307_light_IGLV2-14_IGLJ2,,,3498.502705,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c2311_light_IGKV3-20_IGKJ1,,,,,,,,,,,,,,,,,,,,102744.3904,,,,,,,,,,
IGL c2318_light_IGLV3-21_IGLJ2,,,,,,,,,,,,,,,,,,,,,,30007.89118,,,,,,,,
IGL c2327_light_IGKV1D-12_IGKJ3,,,,,,,,,,,,,,,,,,,,4999.51,,,,,,,,,,
IGL c232_light_IGKV3-11_IGKJ5,,,,,,,,126100.631,,,,,,,,,,,,,,,,,,,,,,
