,pathway_name,source,n_genes,mean_AD,mean_Ctrl,diff
GO:0031401,positive regulation of protein modification process,GO:BP,8,0.09217199270649584,-0.03306376137290591,0.12523575407940174
GO:0042327,positive regulation of phosphorylation,GO:BP,8,0.09217199270649584,-0.03306376137290591,0.12523575407940174
GO:0001934,positive regulation of protein phosphorylation,GO:BP,8,0.09217199270649584,-0.03306376137290591,0.12523575407940174
REAC:R-HSA-1640170,Cell Cycle,REAC,12,-0.20622466777913034,-0.081651376146789,-0.12457329163234135
KEGG:05208,Chemical carcinogenesis - reactive oxygen species,KEGG,4,-0.11858455807534443,-0.24308552268988182,0.12450096461453738
WP:WP5434,Cancer pathways,WP,7,0.147344328857961,0.023295238932867682,0.12404908992509332
KEGG:05200,Pathways in cancer,KEGG,6,0.147344328857961,0.024666071072370392,0.1226782577855906
GO:0010608,post-transcriptional regulation of gene expression,GO:BP,9,-0.13023018751767715,-0.0075740866259388084,-0.12265610089173834
WP:WP3680,Physico chemical features and toxicity associated pathways,WP,3,-0.20438429654009846,-0.08181066294788897,-0.12257363359220949
GO:0140110,transcription regulator activity,GO:MF,7,0.15647971442192257,0.03400482353491982,0.12247489088700275
REAC:R-HSA-983231,Factors involved in megakaryocyte development and platelet production,REAC,5,-0.09494156270573019,0.027326848965143775,-0.12226841167087396
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",GO:MF,9,-0.17379560621044443,-0.2955462341521212,0.12175062794167679
GO:0045730,respiratory burst,GO:BP,3,-0.2539189550635368,-0.1325737331654802,-0.12134522189805658
GO:0006753,nucleoside phosphate metabolic process,GO:BP,15,0.05563710016114333,0.17668299761061462,-0.12104589744947129
GO:0055086,nucleobase-containing small molecule metabolic process,GO:BP,15,0.05563710016114333,0.17668299761061462,-0.12104589744947129
GO:0030317,flagellated sperm motility,GO:BP,6,-0.0022623002926675066,-0.12235574564702474,0.12009344535435723
GO:0060294,cilium movement involved in cell motility,GO:BP,6,-0.0022623002926675066,-0.12235574564702474,0.12009344535435723
GO:0060285,cilium-dependent cell motility,GO:BP,6,-0.0022623002926675066,-0.12235574564702474,0.12009344535435723
GO:0003341,cilium movement,GO:BP,6,-0.0022623002926675066,-0.12235574564702474,0.12009344535435723
GO:0097722,sperm motility,GO:BP,6,-0.0022623002926675066,-0.12235574564702474,0.12009344535435723
GO:0001539,cilium or flagellum-dependent cell motility,GO:BP,6,-0.0022623002926675066,-0.12235574564702474,0.12009344535435723
GO:0055002,striated muscle cell development,GO:BP,8,-0.24165384363145007,-0.12172655043228446,-0.1199272931991656
GO:0019901,protein kinase binding,GO:MF,11,-0.20934016061859975,-0.08964118274121838,-0.11969897787738137
GO:0016772,"transferase activity, transferring phosphorus-containing groups",GO:MF,16,0.20124582415836997,0.08208019369703241,0.11916563046133756
GO:0031674,I band,GO:CC,4,-0.17598204140324056,-0.056850909580585494,-0.11913113182265506
GO:0004672,protein kinase activity,GO:MF,8,-0.17079134419523215,-0.28928782508422884,0.1184964808889967
GO:0090130,tissue migration,GO:BP,5,-0.17348237974744346,-0.055389865644959714,-0.11809251410248375
WP:WP3932,Focal adhesion PI3K Akt mTOR signaling,WP,3,-0.19681540293729982,-0.3148970825434974,0.11808167960619759
GO:0055013,cardiac muscle cell development,GO:BP,4,-0.18161107529977552,-0.06469498258701437,-0.11691609271276115
GO:0055006,cardiac cell development,GO:BP,4,-0.18161107529977552,-0.06469498258701437,-0.11691609271276115
GO:0120254,olefinic compound metabolic process,GO:BP,6,-0.09488007410687195,-0.2113768236730605,0.11649674956618854
GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:BP,8,0.032292584637189,-0.08364584477624995,0.11593842941343896
GO:0016301,kinase activity,GO:MF,12,0.22754355905048973,0.11239799374076191,0.11514556530972782
GO:0019207,kinase regulator activity,GO:MF,4,0.262178842988308,0.14742085557521428,0.11475798741309373
GO:0030509,BMP signaling pathway,GO:BP,3,-0.20836374981483288,-0.09366896656304496,-0.11469478325178792
GO:0071772,response to BMP,GO:BP,3,-0.20836374981483288,-0.09366896656304496,-0.11469478325178792
GO:0071773,cellular response to BMP stimulus,GO:BP,3,-0.20836374981483288,-0.09366896656304496,-0.11469478325178792
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:BP,7,0.05399214591701238,-0.06057455861146797,0.11456670452848035
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:BP,7,0.05399214591701238,-0.06057455861146797,0.11456670452848035
GO:0009566,fertilization,GO:BP,3,-0.099518904276962,-0.21394698970989165,0.11442808543292965
GO:0048598,embryonic morphogenesis,GO:BP,6,0.14104107272912986,0.25395943346946226,-0.1129183607403324
GO:0001938,positive regulation of endothelial cell proliferation,GO:BP,6,-0.05778931883121774,-0.17033437381545138,0.11254505498423364
KEGG:05223,Non-small cell lung cancer,KEGG,3,-0.11458803863039055,-0.22663614235831897,0.11204810372792842
REAC:R-HSA-1236975,Antigen processing-Cross presentation,REAC,5,-0.2246256264797349,-0.1128168797827573,-0.11180874669697762
REAC:R-HSA-1236974,ER-Phagosome pathway,REAC,5,-0.2246256264797349,-0.1128168797827573,-0.11180874669697762
GO:0072132,mesenchyme morphogenesis,GO:BP,4,-0.1657636053137459,-0.05441205857403939,-0.11135154673970651
GO:0090131,mesenchyme migration,GO:BP,4,-0.1657636053137459,-0.05441205857403939,-0.11135154673970651
GO:0004713,protein tyrosine kinase activity,GO:MF,4,-0.12941973027846443,-0.240415604062698,0.11099587378423356
REAC:R-HSA-211897,Cytochrome P450 - arranged by substrate type,REAC,3,0.0,-0.11077317202700329,0.11077317202700329
WP:WP43,Oxidation by cytochrome P450,WP,3,0.0,-0.11077317202700329,0.11077317202700329
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",GO:MF,3,0.0,-0.11077317202700329,0.11077317202700329
REAC:R-HSA-211945,Phase I - Functionalization of compounds,REAC,3,0.0,-0.11077317202700329,0.11077317202700329
GO:0004497,monooxygenase activity,GO:MF,3,0.0,-0.11077317202700329,0.11077317202700329
GO:0005506,iron ion binding,GO:MF,3,0.0,-0.11077317202700329,0.11077317202700329
GO:0030175,filopodium,GO:CC,5,-0.1651256980735833,-0.05441205857403939,-0.11071363949954391
GO:0051592,response to calcium ion,GO:BP,5,-0.2179809255754867,-0.10730353023409642,-0.11067739534139029
GO:0008637,apoptotic mitochondrial changes,GO:BP,3,0.2483080163341274,0.137839210981404,0.11046880535272341
GO:0001836,release of cytochrome c from mitochondria,GO:BP,3,0.2483080163341274,0.137839210981404,0.11046880535272341
GO:0005929,cilium,GO:CC,12,0.011816225376519322,0.12098222336971362,-0.10916599799319429
KEGG:00230,Purine metabolism,KEGG,5,-0.10459729664275119,0.004310344827586207,-0.1089076414703374
REAC:R-HSA-68875,Mitotic Prophase,REAC,3,-0.15325278551720495,-0.0444954128440367,-0.10875737267316825
KEGG:05165,Human papillomavirus infection,KEGG,5,-0.20636085748275437,-0.3148970825434974,0.10853622506074304
GO:0090407,organophosphate biosynthetic process,GO:BP,12,0.04257338993051153,0.15019290072910413,-0.1076195107985926
GO:0006575,modified amino acid metabolic process,GO:BP,3,0.1307624009703018,0.23831112007892497,-0.10754871910862315
GO:0051924,regulation of calcium ion transport,GO:BP,4,-0.11371189681236597,-0.2210756805178896,0.10736378370552362
REAC:R-HSA-3299685,Detoxification of Reactive Oxygen Species,REAC,4,-0.18511092180746527,-0.07786961189293426,-0.10724130991453101
REAC:R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin,REAC,3,-0.12117746155065798,-0.22808722730907496,0.10690976575841699
REAC:R-HSA-9734767,Developmental Cell Lineages,REAC,3,-0.12117746155065798,-0.22808722730907496,0.10690976575841699
REAC:R-HSA-211859,Biological oxidations,REAC,4,-0.003991596638655463,-0.11077317202700329,0.10678157538834783
GO:0030073,insulin secretion,GO:BP,3,-0.023960917920542855,-0.130474285043161,0.10651336712261814
GO:0050796,regulation of insulin secretion,GO:BP,3,-0.023960917920542855,-0.130474285043161,0.10651336712261814
GO:0009266,response to temperature stimulus,GO:BP,3,-0.15209966537321642,-0.045707300686531546,-0.10639236468668488
GO:0071902,positive regulation of protein serine/threonine kinase activity,GO:BP,3,-0.15209966537321642,-0.045707300686531546,-0.10639236468668488
GO:0009408,response to heat,GO:BP,3,-0.15209966537321642,-0.045707300686531546,-0.10639236468668488
GO:0004386,helicase activity,GO:MF,5,-0.025,-0.13127251204349794,0.10627251204349794
GO:0120545,nucleic acid conformation isomerase activity,GO:MF,5,-0.025,-0.13127251204349794,0.10627251204349794
GO:0140098,"catalytic activity, acting on RNA",GO:MF,5,0.015728829172225404,-0.09030017015066931,0.10602899932289471
GO:0032559,adenyl ribonucleotide binding,GO:MF,28,-0.09409013471429303,0.011514015127968283,-0.10560414984226131
GO:0019199,transmembrane receptor protein kinase activity,GO:MF,3,-0.11842029357403586,-0.22396622373113514,0.10554593015709929
GO:0004714,transmembrane receptor protein tyrosine kinase activity,GO:MF,3,-0.11842029357403586,-0.22396622373113514,0.10554593015709929
GO:0032204,regulation of telomere maintenance,GO:BP,5,-0.05221151504079893,-0.157723896287261,0.10551238124646206
GO:0030169,low-density lipoprotein particle binding,GO:MF,4,-0.22294408333063878,-0.11749981990138925,-0.10544426342924954
GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,GO:BP,5,-0.12501921084288226,-0.01974139556884178,-0.10527781527404048
GO:0032760,positive regulation of tumor necrosis factor production,GO:BP,5,-0.12501921084288226,-0.01974139556884178,-0.10527781527404048
GO:0060562,epithelial tube morphogenesis,GO:BP,8,0.17061618674387485,0.06547855551473311,0.10513763122914174
GO:0001846,opsonin binding,GO:MF,7,0.22980693681997238,0.33493893051365076,-0.10513199369367837
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,GO:BP,6,-0.23618811325377745,-0.13112269352694392,-0.10506541972683353
GO:0005815,microtubule organizing center,GO:CC,16,0.046283274746289724,0.15132234975500486,-0.10503907500871514
GO:0005524,ATP binding,GO:MF,27,-0.09343708482967901,0.011514015127968283,-0.10495109995764729
REAC:R-HSA-983169,Class I MHC mediated antigen processing & presentation,REAC,8,-0.21664060961823295,-0.11230081899073943,-0.10433979062749352
WP:WP4927,COVID 19 thrombosis and anticoagulation,WP,3,-0.20476205749962229,-0.3088793393014253,0.10411728180180302
GO:0010817,regulation of hormone levels,GO:BP,11,0.16926831263750358,0.065943152820933,0.10332515981657059
GO:0004674,protein serine/threonine kinase activity,GO:MF,5,-0.12106641798778603,-0.017780617746536293,-0.10328580024124974
REAC:R-HSA-9755511,KEAP1-NFE2L2 pathway,REAC,3,-0.1239126617471699,-0.22663614235831897,0.10272348061114907
REAC:R-HSA-9759194,Nuclear events mediated by NFE2L2,REAC,3,-0.1239126617471699,-0.22663614235831897,0.10272348061114907
GO:0050829,defense response to Gram-negative bacterium,GO:BP,3,-0.2330285482839777,-0.13035024084183128,-0.10267830744214643
GO:0010595,positive regulation of endothelial cell migration,GO:BP,5,0.0951116119107915,-0.007400459450068617,0.10251207136086012
REAC:R-HSA-9705683,SARS-CoV-2-host interactions,REAC,5,-0.166640616972029,-0.06418019256515733,-0.10246042440687167
REAC:R-HSA-9694516,SARS-CoV-2 Infection,REAC,5,-0.166640616972029,-0.06418019256515733,-0.10246042440687167
REAC:R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,REAC,5,-0.166640616972029,-0.06418019256515733,-0.10246042440687167
GO:0030212,hyaluronan metabolic process,GO:BP,5,0.16602283225769032,0.06376650897414252,0.1022563232835478
GO:0019904,protein domain specific binding,GO:MF,10,0.0621186457580194,-0.04003485433129698,0.10215350008931637
GO:0042446,hormone biosynthetic process,GO:BP,3,0.0,-0.10178504314062682,0.10178504314062682
REAC:R-HSA-71387,Metabolism of carbohydrates and carbohydrate derivatives,REAC,3,-0.25236307247709716,-0.35398998462356684,0.10162691214646968
GO:0042692,muscle cell differentiation,GO:BP,13,-0.22312713936123418,-0.12170788444112288,-0.10141925492011131
GO:0001659,temperature homeostasis,GO:BP,3,-0.04392344066354881,-0.145234162189608,0.10131072152605919
GO:0031343,positive regulation of cell killing,GO:BP,3,-0.10191234694625273,-0.00060878580756962,-0.10130356113868311
GO:0050953,sensory perception of light stimulus,GO:BP,6,-0.24652971220939915,-0.347721939480094,0.10119222727069485
GO:0007601,visual perception,GO:BP,6,-0.24652971220939915,-0.347721939480094,0.10119222727069485
GO:0019887,protein kinase regulator activity,GO:MF,3,-0.1266369109517167,-0.22663614235831897,0.09999923140660227
WP:WP75,Toll like receptor signaling,WP,3,-0.2913930603492087,-0.19161504012972103,-0.09977802021948767
KEGG:04620,Toll-like receptor signaling pathway,KEGG,3,-0.2913930603492087,-0.19161504012972103,-0.09977802021948767
WP:WP306,Focal adhesion,WP,6,-0.22444620665421294,-0.32385356148610117,0.09940735483188823
KEGG:04510,Focal adhesion,KEGG,6,-0.22444620665421294,-0.32385356148610117,0.09940735483188823
GO:0032640,tumor necrosis factor production,GO:BP,7,-0.11979281341644765,-0.021167129521467713,-0.09862568389497994
GO:0032680,regulation of tumor necrosis factor production,GO:BP,7,-0.11979281341644765,-0.021167129521467713,-0.09862568389497994
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,GO:BP,7,-0.11979281341644765,-0.021167129521467713,-0.09862568389497994
GO:0071706,tumor necrosis factor superfamily cytokine production,GO:BP,7,-0.11979281341644765,-0.021167129521467713,-0.09862568389497994
GO:0007566,embryo implantation,GO:BP,3,-0.19865917198302735,-0.1004417520509803,-0.09821741993204705
GO:0045937,positive regulation of phosphate metabolic process,GO:BP,10,0.0767488580364468,-0.021210459517028258,0.09795931755347505
GO:0010562,positive regulation of phosphorus metabolic process,GO:BP,10,0.0767488580364468,-0.021210459517028258,0.09795931755347505
GO:0019003,GDP binding,GO:MF,4,-0.12889155175943068,-0.22663614235831897,0.09774459059888829
GO:0050863,regulation of T cell activation,GO:BP,6,-0.19437469229791587,-0.0966662431376983,-0.09770844916021758
GO:1903037,regulation of leukocyte cell-cell adhesion,GO:BP,6,-0.19437469229791587,-0.0966662431376983,-0.09770844916021758
GO:0045727,positive regulation of translation,GO:BP,4,-0.22944494663551884,-0.13192190725770464,-0.0975230393778142
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,GO:BP,3,-0.06919665351689752,-0.16594636141250255,0.09674970789560502
GO:1903052,positive regulation of proteolysis involved in protein catabolic process,GO:BP,3,-0.06919665351689752,-0.16594636141250255,0.09674970789560502
GO:2000058,regulation of ubiquitin-dependent protein catabolic process,GO:BP,3,-0.06919665351689752,-0.16594636141250255,0.09674970789560502
GO:0060537,muscle tissue development,GO:BP,8,-0.2318378278718937,-0.13581295540019633,-0.09602487247169736
GO:0014706,striated muscle tissue development,GO:BP,8,-0.2318378278718937,-0.13581295540019633,-0.09602487247169736
GO:0006790,sulfur compound metabolic process,GO:BP,5,0.11334616340578582,0.20924645881019016,-0.09590029540440434
GO:0050679,positive regulation of epithelial cell proliferation,GO:BP,9,-0.07607367354801337,-0.171349317225271,0.09527564367725763
KEGG:04015,Rap1 signaling pathway,KEGG,5,-0.22364966648375412,-0.318797660167499,0.09514799368374488
GO:0006457,protein folding,GO:BP,6,-0.16656223698647438,-0.0714451498301146,-0.09511708715635978
GO:0045444,fat cell differentiation,GO:BP,5,0.11856466139175033,0.02345608621078715,0.09510857518096318
GO:0016757,glycosyltransferase activity,GO:MF,4,-0.03179484837413226,-0.12667010914945648,0.09487526077532421
GO:0035265,organ growth,GO:BP,5,-0.09523742296563795,-0.0008620689655172417,-0.0943753540001207
GO:1904377,positive regulation of protein localization to cell periphery,GO:BP,3,-0.13816566391875834,-0.0444954128440367,-0.09367025107472164
GO:2001234,negative regulation of apoptotic signaling pathway,GO:BP,8,-0.20953785977254186,-0.11643097653826293,-0.09310688323427893
GO:0015833,peptide transport,GO:BP,5,-0.046877584587209524,-0.13997049770210376,0.09309291311489423
GO:0002790,peptide secretion,GO:BP,5,-0.046877584587209524,-0.13997049770210376,0.09309291311489423
GO:0090087,regulation of peptide transport,GO:BP,5,-0.046877584587209524,-0.13997049770210376,0.09309291311489423
GO:0002791,regulation of peptide secretion,GO:BP,5,-0.046877584587209524,-0.13997049770210376,0.09309291311489423
GO:0090276,regulation of peptide hormone secretion,GO:BP,5,-0.046877584587209524,-0.13997049770210376,0.09309291311489423
GO:0030072,peptide hormone secretion,GO:BP,5,-0.046877584587209524,-0.13997049770210376,0.09309291311489423
GO:0010660,regulation of muscle cell apoptotic process,GO:BP,4,0.35548751755009345,0.26254471776897226,0.09294279978112119
GO:0034390,smooth muscle cell apoptotic process,GO:BP,4,0.35548751755009345,0.26254471776897226,0.09294279978112119
GO:0034391,regulation of smooth muscle cell apoptotic process,GO:BP,4,0.35548751755009345,0.26254471776897226,0.09294279978112119
GO:0010657,muscle cell apoptotic process,GO:BP,4,0.35548751755009345,0.26254471776897226,0.09294279978112119
GO:0030855,epithelial cell differentiation,GO:BP,9,-0.3064192996020449,-0.2134982147122754,-0.0929210848897695
GO:0009914,hormone transport,GO:BP,7,0.19559756935012138,0.10274218852842842,0.09285538082169295
REAC:R-HSA-15869,Metabolism of nucleotides,REAC,5,-0.08845043315072731,0.004310344827586207,-0.09276077797831352
GO:0022603,regulation of anatomical structure morphogenesis,GO:BP,18,0.18729479242137198,0.09492147577033015,0.09237331665104183
KEGG:05014,Amyotrophic lateral sclerosis,KEGG,9,-0.21113786266970663,-0.11882509536162837,-0.09231276730807826
GO:0120544,polypeptide conformation or assembly isomerase activity,GO:MF,6,-0.16042732005551516,-0.06833872395777321,-0.09208859609774195
GO:0003774,cytoskeletal motor activity,GO:MF,6,-0.16042732005551516,-0.06833872395777321,-0.09208859609774195
GO:0055037,recycling endosome,GO:CC,5,-0.15612311932542797,-0.06418019256515733,-0.09194292676027063
GO:0034308,primary alcohol metabolic process,GO:BP,4,-0.04954576647077403,-0.14129574133014794,0.09174997485937392
GO:0023061,signal release,GO:BP,6,0.19559756935012138,0.10403370206001424,0.09156386729010714
GO:0046879,hormone secretion,GO:BP,6,0.19559756935012138,0.10403370206001424,0.09156386729010714
GO:0046883,regulation of hormone secretion,GO:BP,6,0.19559756935012138,0.10403370206001424,0.09156386729010714
REAC:R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,REAC,6,-0.2936403351274858,-0.2023871258332886,-0.09125320929419717
WP:WP4172,PI3K Akt signaling,WP,4,-0.22371687992566383,-0.3148970825434974,0.09118020261783358
GO:0009142,nucleoside triphosphate biosynthetic process,GO:BP,4,-0.09104194115063681,0.0,-0.09104194115063681
GO:0009201,ribonucleoside triphosphate biosynthetic process,GO:BP,4,-0.09104194115063681,0.0,-0.09104194115063681
GO:0009145,purine nucleoside triphosphate biosynthetic process,GO:BP,4,-0.09104194115063681,0.0,-0.09104194115063681
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,GO:BP,4,-0.09104194115063681,0.0,-0.09104194115063681
GO:0031664,regulation of lipopolysaccharide-mediated signaling pathway,GO:BP,3,-0.23175560405344103,-0.14073478807270257,-0.09102081598073847
REAC:R-HSA-9657689,Defective SERPING1 causes hereditary angioedema,REAC,3,0.0488527311378656,0.1397524828244693,-0.09089975168660372
KEGG:04151,PI3K-Akt signaling pathway,KEGG,5,-0.22403873943262914,-0.3148970825434974,0.09085834311086827
GO:0034109,homotypic cell-cell adhesion,GO:BP,5,-0.12002218798167916,-0.029402104622186415,-0.09062008335949275
GO:0070527,platelet aggregation,GO:BP,5,-0.12002218798167916,-0.029402104622186415,-0.09062008335949275
REAC:R-HSA-68886,M Phase,REAC,9,-0.17219003255436985,-0.081651376146789,-0.09053865640758085
WP:WP2525,Trans sulfuration one carbon metabolism and related pathways,WP,3,0.10892693154965016,0.19874959075129411,-0.08982265920164395
REAC:R-HSA-162906,HIV Infection,REAC,5,-0.1293035425493623,-0.039618789056385405,-0.08968475349297689
GO:0098858,actin-based cell projection,GO:CC,6,-0.1651256980735833,-0.07546469015298678,-0.08966100792059652
GO:0030674,protein-macromolecule adaptor activity,GO:MF,11,-0.09503027994903449,-0.006326786565835375,-0.0887034933831991
GO:0046395,carboxylic acid catabolic process,GO:BP,3,-0.012083333333333331,-0.10043698409093985,0.08835365075760651
GO:0016054,organic acid catabolic process,GO:BP,3,-0.012083333333333331,-0.10043698409093985,0.08835365075760651
GO:0034612,response to tumor necrosis factor,GO:BP,7,-0.18387290075527002,-0.09558255788977035,-0.08829034286549967
GO:0061458,reproductive system development,GO:BP,3,0.4195076238924478,0.3318089999927201,0.08769862389972766
GO:0045137,development of primary sexual characteristics,GO:BP,3,0.4195076238924478,0.3318089999927201,0.08769862389972766
GO:0048608,reproductive structure development,GO:BP,3,0.4195076238924478,0.3318089999927201,0.08769862389972766
GO:0007548,sex differentiation,GO:BP,3,0.4195076238924478,0.3318089999927201,0.08769862389972766
GO:0008406,gonad development,GO:BP,3,0.4195076238924478,0.3318089999927201,0.08769862389972766
GO:0003723,RNA binding,GO:MF,21,0.0360191899053794,-0.051661106640940625,0.08768029654632004
REAC:R-HSA-913531,Interferon Signaling,REAC,4,-0.15164846694413564,-0.06418019256515733,-0.0874682743789783
GO:0005525,GTP binding,GO:MF,6,-0.11484889494966695,-0.20207473884954705,0.0872258438998801
REAC:R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),REAC,6,-0.0492499137395858,0.03774387975671924,-0.08699379349630504
REAC:R-HSA-9671793,Diseases of hemostasis,REAC,6,-0.0492499137395858,0.03774387975671924,-0.08699379349630504
GO:2000377,regulation of reactive oxygen species metabolic process,GO:BP,6,0.25477777209183833,0.34160703225018835,-0.08682926015835002
GO:0042886,amide transport,GO:BP,6,-0.053165849403650364,-0.13997049770210376,0.0868046482984534
GO:0032561,guanyl ribonucleotide binding,GO:MF,7,-0.1158026859587078,-0.20207473884954705,0.08627205289083925
GO:0019001,guanyl nucleotide binding,GO:MF,7,-0.1158026859587078,-0.20207473884954705,0.08627205289083925
KEGG:04514,Cell adhesion molecules,KEGG,3,-0.13521424736778676,-0.049173553719008264,-0.08604069364877849
REAC:R-HSA-157118,Signaling by NOTCH,REAC,4,-0.20505299898827034,-0.29104448807503314,0.0859914890867628
WP:WP5089,Kinin Kallikrein pathway,WP,5,0.052450952362285606,0.1379884255881126,-0.085537473225827
GO:0048511,rhythmic process,GO:BP,5,0.39828529162864146,0.31333242568013825,0.08495286594850321
REAC:R-HSA-9824446,Viral Infection Pathways,REAC,12,-0.16475786990088442,-0.08002785035066914,-0.08473001955021528
GO:0051656,establishment of organelle localization,GO:BP,4,-0.1285113607596205,-0.0444954128440367,-0.0840159479155838
GO:0009887,animal organ morphogenesis,GO:BP,17,0.06828210045976119,0.15228829870056196,-0.08400619824080077
GO:0033365,protein localization to organelle,GO:BP,14,-0.0010596571588904163,-0.08495187685095493,0.0838922196920645
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,GO:BP,5,-0.21425340302877777,-0.13112269352694392,-0.08313070950183385
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:BP,5,-0.21425340302877777,-0.13112269352694392,-0.08313070950183385
GO:0031902,late endosome membrane,GO:CC,5,-0.14759916323784383,-0.06449415959265728,-0.08310500364518655
REAC:R-HSA-5619115,Disorders of transmembrane transporters,REAC,3,0.07163677183469094,0.15473184999755887,-0.08309507816286793
GO:0051017,actin filament bundle assembly,GO:BP,3,-0.29241963469008736,-0.20958521144599454,-0.08283442324409282
GO:0043149,stress fiber assembly,GO:BP,3,-0.29241963469008736,-0.20958521144599454,-0.08283442324409282
GO:0110020,regulation of actomyosin structure organization,GO:BP,3,-0.29241963469008736,-0.20958521144599454,-0.08283442324409282
GO:0061572,actin filament bundle organization,GO:BP,3,-0.29241963469008736,-0.20958521144599454,-0.08283442324409282
GO:0051492,regulation of stress fiber assembly,GO:BP,3,-0.29241963469008736,-0.20958521144599454,-0.08283442324409282
GO:0032231,regulation of actin filament bundle assembly,GO:BP,3,-0.29241963469008736,-0.20958521144599454,-0.08283442324409282
GO:0030038,contractile actin filament bundle assembly,GO:BP,3,-0.29241963469008736,-0.20958521144599454,-0.08283442324409282
GO:0003007,heart morphogenesis,GO:BP,3,0.07003478320874121,0.1527338141351451,-0.0826990309264039
GO:0005884,actin filament,GO:CC,6,-0.1438632937207236,-0.061282995383081,-0.0825802983376426
GO:0007159,leukocyte cell-cell adhesion,GO:BP,8,0.09711400883765281,0.1796905605369934,-0.08257655169934058
GO:0005975,carbohydrate metabolic process,GO:BP,13,-0.0034584424980770036,-0.08563489708890781,0.08217645459083081
GO:0140535,intracellular protein-containing complex,GO:CC,8,-0.1573971127069324,-0.07533607327886249,-0.08206103942806992
GO:2000379,positive regulation of reactive oxygen species metabolic process,GO:BP,3,-0.01405930683641981,0.06799087303163498,-0.0820501798680548
GO:0002832,negative regulation of response to biotic stimulus,GO:BP,6,0.33018337582588064,0.41220375004185855,-0.08202037421597791
GO:0031032,actomyosin structure organization,GO:BP,6,-0.29307770784136605,-0.21106022728601923,-0.08201748055534683
GO:0072175,epithelial tube formation,GO:BP,3,0.12441297775566618,0.042871584412737064,0.08154139334292912
GO:1903039,positive regulation of leukocyte cell-cell adhesion,GO:BP,5,-0.17765631229941123,-0.0966662431376983,-0.08099006916171293
GO:0050870,positive regulation of T cell activation,GO:BP,5,-0.17765631229941123,-0.0966662431376983,-0.08099006916171293
GO:0008652,amino acid biosynthetic process,GO:BP,3,0.1678311253933708,0.248781536531403,-0.0809504111380322
GO:0042116,macrophage activation,GO:BP,5,-0.03479187706177919,0.046106831411655176,-0.08089870847343436
GO:0030217,T cell differentiation,GO:BP,3,-0.17753012238398372,-0.0966662431376983,-0.08086387924628542
GO:0030856,regulation of epithelial cell differentiation,GO:BP,3,-0.2081234755633456,-0.12742965032372872,-0.08069382523961688
GO:0019731,antibacterial humoral response,GO:BP,3,-0.04928037677810512,0.031245805358499013,-0.08052618213660413
GO:0000723,telomere maintenance,GO:BP,6,-0.07721151504079893,-0.157723896287261,0.08051238124646207
GO:0032200,telomere organization,GO:BP,6,-0.07721151504079893,-0.157723896287261,0.08051238124646207
GO:0046620,regulation of organ growth,GO:BP,4,-0.08108099719781185,-0.0008620689655172417,-0.08021892823229461
GO:0048639,positive regulation of developmental growth,GO:BP,4,-0.0807718574128656,-0.0008620689655172417,-0.07990978844734836
GO:0045927,positive regulation of growth,GO:BP,4,-0.0807718574128656,-0.0008620689655172417,-0.07990978844734836
GO:0005856,cytoskeleton,GO:CC,43,0.10553635260395515,0.18542058884582813,-0.07988423624187298
GO:0032206,positive regulation of telomere maintenance,GO:BP,3,-0.04068977591036414,-0.1205679329845087,0.07987815707414456
GO:0071560,cellular response to transforming growth factor beta stimulus,GO:BP,6,-0.2095166586129546,-0.129647312861281,-0.07986934575167359
GO:0071559,response to transforming growth factor beta,GO:BP,6,-0.2095166586129546,-0.129647312861281,-0.07986934575167359
GO:0002274,myeloid leukocyte activation,GO:BP,7,-0.03577123640288195,0.04380861159885717,-0.07957984800173912
GO:0031663,lipopolysaccharide-mediated signaling pathway,GO:BP,4,-0.3243664391277258,-0.2448327828864135,-0.07953365624131228
GO:0035148,tube formation,GO:BP,4,0.12232371078047173,0.042871584412737064,0.07945212636773466
GO:0097530,granulocyte migration,GO:BP,3,-0.3028948273314502,-0.22349835501747273,-0.07939647231397745
GO:0071621,granulocyte chemotaxis,GO:BP,3,-0.3028948273314502,-0.22349835501747273,-0.07939647231397745
GO:0051262,protein tetramerization,GO:BP,3,-0.14540656214140432,-0.06618244414229266,-0.07922411799911167
